fromDeviceLocation,toDeviceLocation,interstationTime
151013653,151013651,818
151013651,151013649,85981
151013649,151013647,294
151013647,151013645,225
151013645,151013643,144
151013643,151013641,183
151013641,151013639,83871
151013639,151013637,516
151013637,151013635,154
151013633,151013635,199
151013635,151013637,144
151013637,151013639,85356
151013639,151013641,148
151013641,151013643,195
151013643,151013645,140
151013645,151013647,186
151013647,151013649,286
151013649,151013651,170
