fromDeviceLocation,toDeviceLocation,interstationTime
150995751,150995749,172
150995749,150995747,158
150995747,150995745,203
150995745,150995743,207
150995743,150995741,155
150995741,150995739,164
150995739,150995737,190
150995737,150995735,142
150995733,150995735,137
150995735,150995737,131
150995737,150995739,85989
150995739,150995741,180
150995741,150995743,141
150995743,150995745,223
150995745,150995747,205
150995747,150995749,185
