stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,stop_access
n4917790491,060035,平安里G1出口,平安里G1出口,,39.9309717,116.365077,,,2,r8047968,,,,,
n1660324216,040045,新街口(上行),新街口,,39.9394726,116.3613576,,,0,r2068919,,,,,
r2068919,040045,新街口,新街口,,39.9394291,116.3612739,,,1,,,,,,
n10605269480,040045,新街口A出口,新街口A出口,,39.9396388,116.3605642,,,2,r2068919,,,,,
n2504963303,040045,新街口B出口,新街口B出口,,39.9395358,116.3626613,,,2,r2068919,,,,,
n10605269482,040045,新街口C出口,新街口C出口,,39.9385075,116.3620734,,,2,r2068919,,,,,
n10605269483,040045,新街口D出口,新街口D出口,,39.9391062,116.3610849,,,2,r2068919,,,,,
n1364282601,020001,西直门(上行),西直门,,39.9391731,116.3493233,,,0,r8047958,,,,,
r8047958,020001,西直门,西直门,,39.9392172,116.3492348,,,1,,,,,,
n1364282596,040041,动物园(上行),动物园,,39.9369733,116.3327289,,,0,r1667221,,,,,
r1667221,040041,动物园,动物园,,39.9369392,116.332733,,,1,,,,,,
n1364282700,040041,动物园出口,动物园出口,,39.9364954,116.3315745,,,2,r1667221,,,,,
n910168396,040041,动物园出口,动物园出口,,39.9373094,116.3320146,,,2,r1667221,,,,,
n1364282702,040041,动物园出口,动物园出口,,39.9373773,116.3340989,,,2,r1667221,,,,,
n1364282701,040041,动物园出口,动物园出口,,39.9366015,116.3340034,,,2,r1667221,,,,,
n1364282616,040041,动物园出口,动物园出口,,39.9373663,116.3337975,,,2,r1667221,,,,,
n1364282599,160049,国家图书馆(上行),国家图书馆,,39.9417831,116.3192244,,,0,r1667222,,,,,
r1667222,160049,国家图书馆,国家图书馆,,39.9412214,116.3187284,,,1,,,,,,
n1364282654,160049,国家图书馆A出口,国家图书馆A出口,,39.942483,116.3184605,,,2,r1667222,,,,,
n11176862584,160049,国家图书馆B出口,国家图书馆B出口,,39.9424918,116.3193116,,,2,r1667222,,,,,
n1364282649,160049,国家图书馆C出口,国家图书馆C出口,,39.9412736,116.3194659,,,2,r1667222,,,,,
n1364282641,160049,国家图书馆D出口,国家图书馆D出口,,39.941089,116.3186802,,,2,r1667222,,,,,
n1364282703,040037,魏公村(上行),魏公村,,39.9562855,116.3172894,,,0,r1667223,,,,,
r1667223,040037,魏公村,魏公村,,39.9563044,116.3171815,,,1,,,,,,
n1364282678,040037,魏公村A出口,魏公村A出口,,39.9568928,116.3167203,,,2,r1667223,,,,,
n1364282682,040037,魏公村B出口,魏公村B出口,,39.9570378,116.3174162,,,2,r1667223,,,,,
n1364282677,040037,魏公村D出口,魏公村D出口,,39.9558292,116.3167138,,,2,r1667223,,,,,
n8587100688,040037,魏公村A出口,魏公村A出口,,39.9565946,116.3167807,,,2,r1667223,,,,,
n1364282600,040035,人民大学(上行),人民大学,,39.965727,116.3158285,,,0,r1667220,,,,,
r1667220,040035,人民大学,人民大学,,39.965744,116.3157286,,,1,,,,,,
n1364282697,040035,人民大学A1出口,人民大学A1出口,,39.9666746,116.3144006,,,2,r1667220,,,,,
n1364282698,040035,人民大学A2出口,人民大学A2出口,,39.9667262,116.3152317,,,2,r1667220,,,,,
n1767257015,040035,人民大学B出口,人民大学B出口,,39.9661948,116.3158678,,,2,r1667220,,,,,
n586467392,040035,人民大学C出口,人民大学C出口,,39.9652633,116.3164109,,,2,r1667220,,,,,
n1364282690,040035,人民大学D出口,人民大学D出口,,39.9645763,116.3152619,,,2,r1667220,,,,,
n6621483714,100005,海淀黄庄(上行),海淀黄庄,,39.9747188,116.3116313,,,0,r9803548,,,,,
r9803548,100005,海淀黄庄,海淀黄庄,,39.9747132,116.3115201,,,1,,,,,,
n1350216512,100005,海淀黄庄A2出口,海淀黄庄A2出口,,39.9769667,116.310283,,,2,r9803548,,,,,
n1350216465,100005,海淀黄庄A1出口,海淀黄庄A1出口,,39.9749738,116.3108398,,,2,r9803548,,,,,
n1350216485,100005,海淀黄庄B出口,海淀黄庄B出口,,39.9750642,116.3117316,,,2,r9803548,,,,,
n1350216363,100005,海淀黄庄C出口,海淀黄庄C出口,,39.9744719,116.3125219,,,2,r9803548,,,,,
n1350216356,100005,海淀黄庄D出口,海淀黄庄D出口,,39.9744836,116.3108914,,,2,r9803548,,,,,
n1362276541,040031,中关村(上行),中关村,,39.9826335,116.3104743,,,0,r1664492,,,,,
r1664492,040031,中关村,中关村,,39.9826574,116.3103787,,,1,,,,,,
n1420940400,040031,中关村出口,中关村出口,,39.9820359,116.3099226,,,2,r1664492,,,,,
n1559643067,040031,中关村出口,中关村出口,,39.9817326,116.3109701,,,2,r1664492,,,,,
n1362276450,040031,中关村A1出口,中关村A1出口,,39.9836414,116.3097217,,,2,r1664492,,,,,
n1362276452,040031,中关村出口,中关村出口,,39.9836353,116.3108364,,,2,r1664492,,,,,
n10796572021,040031,中关村E出口,中关村E出口,,39.983228,116.3096435,,,2,r1664492,,,,,
n1362276343,040029,北京大学东门(上行),北京大学东门,,39.9907513,116.3098167,,,0,r1664493,,,,,
r1664493,040029,北京大学东门,北京大学东门,,39.9907813,116.3097264,,,1,,,,,,
n1362276495,040029,北京大学东门B出口,北京大学东门B出口,,39.9910798,116.3101708,,,2,r1664493,,,,,
n1362276494,040029,北京大学东门C出口,北京大学东门C出口,,39.990626,116.3103723,,,2,r1664493,,,,,
n1362276488,040029,北京大学东门D出口,北京大学东门D出口,,39.9897469,116.3094669,,,2,r1664493,,,,,
n1362276505,040029,北京大学东门A出口,北京大学东门A出口,,39.9913161,116.3093009,,,2,r1664493,,,,,
n1362259024,040027,圆明园(上行),圆明园,,39.9983344,116.303657,,,0,r1664487,,,,,
r1664487,040027,圆明园,圆明园,,39.9982949,116.3036739,,,1,,,,,,
n1362259050,040027,圆明园出口,圆明园出口,,39.998177,116.3039607,,,2,r1664487,,,,,
n1362259055,040027,圆明园出口,圆明园出口,,39.998663,116.3046052,,,2,r1664487,,,,,
n1362259051,040027,圆明园出口,圆明园出口,,39.9982571,116.3027499,,,2,r1664487,,,,,
n1362259031,160039,西苑(上行),西苑,,39.9967452,116.2855641,,,0,r9736309,,,,,
r9736309,160039,西苑,西苑,,39.9966984,116.2855319,,,1,,,,,,
n1423966920,160039,西苑出口,西苑出口,,39.9968522,116.284284,,,2,r9736309,,,,,
n1423966915,160039,西苑出口,西苑出口,,39.9965527,116.2851117,,,2,r9736309,,,,,
n1362259044,160039,西苑出口,西苑出口,,39.9975252,116.2852239,,,2,r9736309,,,,,
n1421547756,160039,西苑出口,西苑出口,,39.9979402,116.2844948,,,2,r9736309,,,,,
n1362259110,,北宫门站(上行),北宫门站,,40.0012438,116.271385,,,0,r1664486,,,,,
r1664486,,北宫门站,北宫门站,,40.0011928,116.2713671,,,1,,,,,,
n1423042876,,北宫门站A1出口,北宫门站A1出口,,40.0015989,116.2706439,,,2,r1664486,,,,,
n1423042662,,北宫门站C出口,北宫门站C出口,,40.0008255,116.2722267,,,2,r1664486,,,,,
n1362259058,,北宫门站D出口,北宫门站D出口,,40.0009484,116.2713639,,,2,r1664486,,,,,
n528916114,040021,安河桥北(上行),安河桥北,,40.0110268,116.2640305,,,0,r1664488,,,,,
r1664488,040021,安河桥北,安河桥北,,40.0110618,116.2639202,,,1,,,,,,
n10781912996,040021,安河桥北B出口,安河桥北B出口,,40.0115205,116.2640794,,,2,r1664488,,,,,
n10781912995,040021,安河桥北C出口,安河桥北C出口,,40.0105612,116.264019,,,2,r1664488,,,,,
n1362259113,040021,安河桥北(下行),安河桥北,,40.0110255,116.2639813,,,0,r1664488,,,,,
n528916061,,北宫门站(下行),北宫门站,,40.001161,116.2713357,,,0,r1664486,,,,,
n528916026,160039,西苑(下行),西苑,,39.9966504,116.2855053,,,0,r9736309,,,,,
n528913962,040027,圆明园(下行),圆明园,,39.9982429,116.3037029,,,0,r1664487,,,,,
n528922035,040029,北京大学东门(下行),北京大学东门,,39.9908074,116.3095941,,,0,r1664493,,,,,
n528922127,040031,中关村(下行),中关村,,39.9826925,116.3102538,,,0,r1664492,,,,,
n6621483712,100005,海淀黄庄(下行),海淀黄庄,,39.9747124,116.3114265,,,0,r9803548,,,,,
n528925729,040035,人民大学(下行),人民大学,,39.965758,116.3156202,,,0,r1667220,,,,,
n528926456,040037,魏公村(下行),魏公村,,39.9563342,116.3170676,,,0,r1667223,,,,,
n528927340,160049,国家图书馆(下行),国家图书馆,,39.9418236,116.318865,,,0,r1667222,,,,,
n528928174,040041,动物园(下行),动物园,,39.9368863,116.3327167,,,0,r1667221,,,,,
n1085309402,020001,西直门(下行),西直门,,39.9390927,116.3493268,,,0,r8047958,,,,,
n528928528,040045,新街口(下行),新街口,,39.9393811,116.3613437,,,0,r2068919,,,,,
n528928764,060035,平安里(下行),平安里,,39.9323177,116.3663949,,,0,r8047968,,,,,
n528928995,040049,西四(下行),西四,,39.9225541,116.3667178,,,0,r2068921,,,,,
n528929127,040051,灵境胡同(下行),灵境胡同,,39.9149476,116.3671636,,,0,r2068920,,,,,
n339085844,040053,西单(下行),西单,,39.9057485,116.3676628,,,0,r8048029,,,,,
n339089807,020006,宣武门(下行),宣武门,,39.8983902,116.3679294,,,0,r1599347,,,,,
n528929965,070029,菜市口(下行),菜市口,,39.8879008,116.3681094,,,0,r2081311,,,,,
n528930289,040059,陶然亭(下行),陶然亭,,39.8774343,116.368085,,,0,r2081312,,,,,
n528931158,140045,北京南站(下行),北京南站,,39.8634948,116.3726414,,,0,r2081493,,,,,
n528931992,040063,马家堡(下行),马家堡,,39.8516387,116.365093,,,0,r2082884,,,,,
n528934416,900039,角门西(下行),角门西,,39.8444042,116.364851,,,0,r2082883,,,,,
n528934756,040067,公益西桥(下行),公益西桥,,39.8352652,116.3646416,,,0,r2082882,,,,,
n1675420751,190039,新宫(下行),新宫,,39.811161,116.3592596,,,0,r2083778,,,,,
n1080681438,930023,西红门(下行),西红门,,39.788393,116.3226513,,,0,r2083784,,,,,
n1080681454,930025,高米店北(下行),高米店北,,39.7730294,116.3243819,,,0,r2083790,,,,,
n1080681283,930027,高米店南(下行),高米店南,,39.7622833,116.325577,,,0,r2083791,,,,,
n1080681389,930029,枣园(下行),枣园,,39.7518044,116.3259177,,,0,r2083789,,,,,
n1080681293,930031,清源路(下行),清源路,,39.7417545,116.3262542,,,0,r2684707,,,,,
n1080681255,930033,黄村西大街(下行),黄村西大街,,39.7304213,116.3264834,,,0,r2684706,,,,,
n1080681295,930035,黄村火车站(下行),黄村火车站,,39.7215041,116.3266134,,,0,r2684705,,,,,
n1093985711,930037,义和庄(下行),义和庄,,39.7110984,116.3129771,,,0,r2684709,,,,,
n1080681248,930039,生物医药基地(下行),生物医药基地,,39.6851232,116.3156268,,,0,r2684704,,,,,
n1093985674,930041,天宫院(下行),天宫院,,39.6689895,116.3138671,,,0,r2684708,,,,,
n340260427,900031,宋家庄(上行),宋家庄,,39.844395,116.4220122,,,0,r7950998,,,,,
r7950998,900031,宋家庄,宋家庄,,39.8443821,116.4219287,,,1,,,,,,
n6781735198,900031,宋家庄A出口,宋家庄A出口,,39.8452021,116.4218646,,,2,r7950998,,,,,
n6781735208,900031,宋家庄B出口,宋家庄B出口,,39.8452472,116.4224708,,,2,r7950998,,,,,
n6781735185,900031,宋家庄F出口,宋家庄F出口,,39.8422693,116.4224547,,,2,r7950998,,,,,
n6781735194,900031,宋家庄G出口,宋家庄G出口,,39.8422849,116.4218231,,,2,r7950998,,,,,
n10618731553,900031,宋家庄H出口,宋家庄H出口,,39.8441781,116.4213701,,,2,r7950998,,,,,
n340260308,050063,刘家窑(上行),刘家窑,,39.8559513,116.4157106,,,0,r1660375,,,,,
r1660375,050063,刘家窑,刘家窑,,39.8560744,116.4156074,,,1,,,,,,
n2524037303,050063,刘家窑A出口,刘家窑A出口,,39.8566082,116.4145941,,,2,r1660375,,,,,
n2524037306,050063,刘家窑B出口,刘家窑B出口,,39.8567284,116.4168612,,,2,r1660375,,,,,
n2524037293,050063,刘家窑C出口,刘家窑C出口,,39.8555266,116.4166992,,,2,r1660375,,,,,
n2524037290,050063,刘家窑D出口,刘家窑D出口,,39.8554845,116.4148089,,,2,r1660375,,,,,
n340260160,140053,蒲黄榆(上行),蒲黄榆,,39.8641249,116.4155268,,,0,r1660379,,,,,
r1660379,140053,蒲黄榆,蒲黄榆,,39.8643287,116.4154612,,,1,,,,,,
n1359089967,140053,蒲黄榆B出口,蒲黄榆B出口,,39.8645442,116.4162428,,,2,r1660379,,,,,
n2524037395,140053,蒲黄榆C出口,蒲黄榆C出口,,39.8635046,116.4159116,,,2,r1660379,,,,,
n2533476855,140053,蒲黄榆A出口,蒲黄榆A出口,,39.8647909,116.4150867,,,2,r1660379,,,,,
n11175763664,140053,蒲黄榆E出口,蒲黄榆E出口,,39.865002,116.4157485,,,2,r1660379,,,,,
n340260096,050059,天坛东门(上行),天坛东门,,39.8822596,116.4146462,,,0,r1660376,,,,,
r1660376,050059,天坛东门,天坛东门,,39.8822567,116.4145694,,,1,,,,,,
n1359089982,050059,天坛东门A2出口,天坛东门A2出口,,39.8828851,116.4141573,,,2,r1660376,,,,,
n9116718005,050059,天坛东门B出口,天坛东门B出口,,39.8822988,116.4151836,,,2,r1660376,,,,,
n9116718003,050059,天坛东门C出口,天坛东门C出口,,39.8801299,116.4151026,,,2,r1660376,,,,,
n340260038,070037,磁器口(上行),磁器口,,39.8917004,116.4127135,,,0,r1660378,,,,,
r1660378,070037,磁器口,磁器口,,39.8917025,116.4126199,,,1,,,,,,
n1359090002,070037,磁器口D出口,磁器口D出口,,39.8912512,116.4118114,,,2,r1660378,,,,,
n1359090003,070037,磁器口A出口,磁器口A出口,,39.8920481,116.4118221,,,2,r1660378,,,,,
n340260004,020009,崇文门(上行),崇文门,,39.8994918,116.41244,,,0,r8047911,,,,,
r8047911,020009,崇文门,崇文门,,39.8997371,116.4119567,,,1,,,,,,
n7591781042,020009,崇文门E出口,崇文门E出口,,39.9003192,116.4117737,,,2,r8047911,,,,,
n340258817,050053,东单(上行),东单,,39.9068739,116.4124215,,,0,r1603640,,,,,
r1603640,050053,东单,东单,,39.9068579,116.412626,,,1,,,,,,
n1654257560,050053,东单E出口,东单E出口,,39.9070544,116.4109871,,,2,r1603640,,,,,
n7592090661,050053,东单F出口,东单F出口,,39.9075452,116.4127752,,,2,r1603640,,,,,
n339094381,050051,灯市口(上行),灯市口,,39.9154127,116.4119212,,,0,r1659650,,,,,
r1659650,050051,灯市口,灯市口,,39.9154103,116.4118355,,,1,,,,,,
n7591778833,050051,灯市口A出口,灯市口A出口,,39.9161435,116.4112688,,,2,r1659650,,,,,
n2383255362,050051,灯市口C出口,灯市口C出口,,39.915364,116.4122892,,,2,r1659650,,,,,
n340257439,060041,东四(上行),东四,,39.9230128,116.4117599,,,0,r1659645,,,,,
r1659645,060041,东四,东四,,39.92329632,116.41167722,,,1,,,,,,
n1357810136,060041,东四C出口,东四C出口,,39.9225912,116.4118873,,,2,r1659645,,,,,
n340258011,050047,张自忠路(上行),张自忠路,,39.9322924,116.4113888,,,0,r1659649,,,,,
r1659649,050047,张自忠路,张自忠路,,39.9322844,116.4112952,,,1,,,,,,
n10180673523,050047,张自忠路A出口,张自忠路A出口,,39.9324653,116.4103019,,,2,r1659649,,,,,
n7580045640,050047,张自忠路B出口,张自忠路B出口,,39.9326358,116.4115337,,,2,r1659649,,,,,
n1357810160,050047,张自忠路C出口,张自忠路C出口,,39.9318153,116.4115322,,,2,r1659649,,,,,
n1357810156,050047,张自忠路出口,张自忠路出口,,39.9316757,116.4106251,,,2,r1659649,,,,,
n340258199,980019,北新桥(上行),北新桥,,39.9394093,116.4109847,,,0,r1659646,,,,,
r1659646,980019,北新桥,北新桥,,39.9393851,116.4108894,,,1,,,,,,
n3523165841,980019,北新桥D出口,北新桥D出口,,39.9392673,116.4103927,,,2,r1659646,,,,,
n1357810172,980019,北新桥A出口,北新桥A出口,,39.9399846,116.4103851,,,2,r1659646,,,,,
n294123645,980019,北新桥B出口,北新桥B出口,,39.9400943,116.4111147,,,2,r1659646,,,,,
n3832049257,980019,北新桥C出口,北新桥C出口,,39.9388737,116.4113878,,,2,r1659646,,,,,
n339094371,020015,雍和宫(上行),雍和宫,,39.9469736,116.4102421,,,0,r7842107,,,,,
r7842107,020015,雍和宫,雍和宫,,39.9469713,116.4101645,,,1,,,,,,
n2000101264,020015,雍和宫D出口,雍和宫D出口,,39.9474114,116.4091265,,,2,r7842107,,,,,
n3832049259,020015,雍和宫F出口,雍和宫F出口,,39.9461007,116.4104872,,,2,r7842107,,,,,
n339095053,050041,和平里北街(上行),和平里北街,,39.9573957,116.4123242,,,0,r1659648,,,,,
r1659648,050041,和平里北街,和平里北街,,39.9573887,116.4122352,,,1,,,,,,
n11789311288,050041,和平里北街A1出口,和平里北街A1出口,,39.9576168,116.411469,,,2,r1659648,,,,,
n11789311293,050041,和平里北街A2出口,和平里北街A2出口,,39.9580538,116.4114497,,,2,r1659648,,,,,
n1357810222,050041,和平里北街B出口,和平里北街B出口,,39.9576378,116.4129099,,,2,r1659648,,,,,
n340261588,120043,和平西桥(上行),和平西桥,,39.9666812,116.4118857,,,0,r1659647,,,,,
r1659647,120043,和平西桥,和平西桥,,39.9672289,116.4117932,,,1,,,,,,
n294115577,120043,和平西桥A出口,和平西桥A出口,,39.9673497,116.4110164,,,2,r1659647,,,,,
n5755942873,120043,和平西桥B出口,和平西桥B出口,,39.9673932,116.4123462,,,2,r1659647,,,,,
n6475573502,120043,和平西桥C出口,和平西桥C出口,,39.9659523,116.4121249,,,2,r1659647,,,,,
n6475573501,120043,和平西桥D出口,和平西桥D出口,,39.9660404,116.4114213,,,2,r1659647,,,,,
n12409457378,120043,和平西桥E出口,和平西桥E出口,,39.9674288,116.4112583,,,2,r1659647,,,,,
n12409457385,120043,和平西桥F出口,和平西桥F出口,,39.9687342,116.4113775,,,2,r1659647,,,,,
n12409457384,120043,和平西桥G出口,和平西桥G出口,,39.968251,116.4120348,,,2,r1659647,,,,,
n12409457383,120043,和平西桥G出口,和平西桥G出口,,39.96819,116.41217,,,2,r1659647,,,,,
n340261667,100021,惠新西街南口(上行),惠新西街南口,,39.975959,116.4114257,,,0,r8060970,,,,,
r8060970,100021,惠新西街南口,惠新西街南口,,39.9759588,116.4113554,,,1,,,,,,
n4289827668,100021,惠新西街南口出口,惠新西街南口出口,,39.9765253,116.41178,,,2,r8060970,,,,,
n2575677046,100021,惠新西街南口出口,惠新西街南口出口,,39.9753815,116.4105403,,,2,r8060970,,,,,
n1359135056,100021,惠新西街南口出口,惠新西街南口出口,,39.9754126,116.4120463,,,2,r8060970,,,,,
n5719179211,100021,惠新西街南口出口,惠新西街南口出口,,39.9759538,116.4106259,,,2,r8060970,,,,,
n340261743,050035,惠新西街北口(上行),惠新西街北口,,39.9861785,116.4109272,,,0,r1651802,,,,,
r1651802,050035,惠新西街北口,惠新西街北口,,39.9861781,116.4109068,,,1,,,,,,
n11034313798,050035,惠新西街北口A出口,惠新西街北口A出口,,39.9869287,116.4097477,,,2,r1651802,,,,,
n10207414551,050035,惠新西街北口B出口,惠新西街北口B出口,,39.9868321,116.411621,,,2,r1651802,,,,,
n10207414550,050035,惠新西街北口C出口,惠新西街北口C出口,,39.9858056,116.4111945,,,2,r1651802,,,,,
n1094072326,150035,大屯路东(上行),大屯路东,,40.002543,116.4110577,,,0,r1659506,,,,,
r1659506,150035,大屯路东,大屯路东,,40.0021697,116.4110688,,,1,,,,,,
n8589947907,150035,大屯路东A1出口,大屯路东A1出口,,40.0022211,116.410802,,,2,r1659506,,,,,
n9829539407,150035,大屯路东G出口,大屯路东G出口,,40.001342,116.4126064,,,2,r1659506,,,,,
n9829539416,150035,大屯路东H2出口,大屯路东H2出口,,40.0012007,116.4103475,,,2,r1659506,,,,,
n8589947908,150035,大屯路东出口,大屯路东出口,,40.0012642,116.4097106,,,2,r1659506,,,,,
n7896842487,050031,北苑路北(上行),北苑路北,,40.0290187,116.4119289,,,0,r1659505,,,,,
r1659505,050031,北苑路北,北苑路北,,40.0290192,116.4119016,,,1,,,,,,
n294123681,050029,立水桥南(上行),立水桥南,,40.0404977,116.4083285,,,0,r1659510,,,,,
r1659510,050029,立水桥南,立水桥南,,40.0405075,116.4082437,,,1,,,,,,
n4289811358,050029,立水桥南C出口,立水桥南C出口,,40.0406686,116.4085535,,,2,r1659510,,,,,
n4289811357,050029,立水桥南A出口,立水桥南A出口,,40.0407039,116.4078236,,,2,r1659510,,,,,
n4289811362,050029,立水桥南B出口,立水桥南B出口,,40.040008,116.4081586,,,2,r1659510,,,,,
n340262425,130039,立水桥(上行),立水桥,,40.0516265,116.4061753,,,0,r8047928,,,,,
r8047928,130039,立水桥,立水桥,,40.0515049,116.4057013,,,1,,,,,,
n11335211396,130039,立水桥A出口,立水桥A出口,,40.0517579,116.4054733,,,2,r8047928,,,,,
n340262426,050025,天通苑南(上行),天通苑南,,40.0651292,116.4065409,,,0,r1659509,,,,,
r1659509,050025,天通苑南,天通苑南,,40.065196285714286,116.40651618571428,,,1,,,,,,
n11472613946,050025,天通苑南出口,天通苑南出口,,40.0645706,116.4065623,,,2,r1659509,,,,,
n340262455,050023,天通苑(上行),天通苑,,40.0737767,116.4066667,,,0,r1659507,,,,,
r1659507,050023,天通苑,天通苑,,40.0737747,116.4066402,,,1,,,,,,
n340262543,050021,天通苑北(上行),天通苑北,,40.0820901,116.4067882,,,0,r1659508,,,,,
r1659508,050021,天通苑北,天通苑北,,40.0820885,116.4067673,,,1,,,,,,
n5687495580,050021,天通苑北(下行),天通苑北,,40.0820874,116.4067459,,,0,r1659508,,,,,
n1357687998,050023,天通苑(下行),天通苑,,40.0737835,116.406614,,,0,r1659507,,,,,
n1357688158,050025,天通苑南(下行),天通苑南,,40.0651271,116.4064854,,,0,r1659509,,,,,
n1306482860,130039,立水桥(下行),立水桥,,40.0516373,116.4061486,,,0,r8047928,,,,,
n1357687987,050029,立水桥南(下行),立水桥南,,40.0404878,116.408284,,,0,r1659510,,,,,
n7896842488,050031,北苑路北(下行),北苑路北,,40.0290197,116.4118736,,,0,r1659505,,,,,
n1094073255,150035,大屯路东(下行),大屯路东,,40.0025371,116.4110224,,,0,r1659506,,,,,
n1350293260,050035,惠新西街北口(下行),惠新西街北口,,39.9861787,116.4108896,,,0,r1651802,,,,,
n1350293262,100021,惠新西街南口(下行),惠新西街南口,,39.9759567,116.4112695,,,0,r8060970,,,,,
n1357810257,120043,和平西桥(下行),和平西桥,,39.9666802,116.4117077,,,0,r1659647,,,,,
n1357810260,050041,和平里北街(下行),和平里北街,,39.9573904,116.4121496,,,0,r1659648,,,,,
n1357810270,020015,雍和宫(下行),雍和宫,,39.9469688,116.4100754,,,0,r7842107,,,,,
n1357810242,980019,北新桥(下行),北新桥,,39.9394072,116.4107992,,,0,r1659646,,,,,
n1357810263,050047,张自忠路(下行),张自忠路,,39.932285,116.4112084,,,0,r1659649,,,,,
n3416862536,060041,东四(下行),东四,,39.9230702,116.4115746,,,0,r1659645,,,,,
n1357810266,050051,灯市口(下行),灯市口,,39.9154119,116.4117401,,,0,r1659650,,,,,
n1357810241,050053,东单(下行),东单,,39.9068683,116.4122459,,,0,r1603640,,,,,
n1359089771,020009,崇文门(下行),崇文门,,39.8994899,116.4122698,,,0,r8047911,,,,,
n1359090017,070037,磁器口(下行),磁器口,,39.8916994,116.4125418,,,0,r1660378,,,,,
n1359090015,050059,天坛东门(下行),天坛东门,,39.8822564,116.4144792,,,0,r1660376,,,,,
n1359090018,140053,蒲黄榆(下行),蒲黄榆,,39.8641213,116.4153572,,,0,r1660379,,,,,
n1359090014,050063,刘家窑(下行),刘家窑,,39.8559424,116.4155282,,,0,r1660375,,,,,
n1359090016,900031,宋家庄(下行),宋家庄,,39.844361,116.4220124,,,0,r7950998,,,,,
n6127534422,060009,金安桥(上行),金安桥,,39.9218935,116.1566434,,,0,r9620284,,,,,
r9620284,060009,金安桥,金安桥,,39.9219237,116.156827,,,1,,,,,,
n9635315670,060009,金安桥C出口,金安桥C出口,,39.9226711,116.1560801,,,2,r9620284,,,,,
n6127534571,060011,苹果园(上行),苹果园,,39.9243172,116.1713316,,,0,r9736311,,,,,
r9736311,060011,苹果园,苹果园,,39.9243597,116.1713056,,,1,,,,,,
n10285742570,060011,苹果园E出口,苹果园E出口,,39.9242267,116.1706612,,,2,r9736311,,,,,
n10285742566,060011,苹果园F出口,苹果园F出口,,39.9250394,116.173603,,,2,r9736311,,,,,
n10285742569,060011,苹果园H出口,苹果园H出口,,39.9240019,116.1707111,,,2,r9736311,,,,,
n6127534573,060013,杨庄(上行),杨庄,,39.9264124,116.1795451,,,0,r9813935,,,,,
r9813935,060013,杨庄,杨庄,,39.9264588,116.1795516,,,1,,,,,,
n10554658679,060013,杨庄A出口,杨庄A出口,,39.9265128,116.1796112,,,2,r9813935,,,,,
n10769629454,060013,杨庄B出口,杨庄B出口,,39.9272166,116.1825673,,,2,r9813935,,,,,
n10769589588,060013,杨庄C1出口,杨庄C1出口,,39.9264582,116.1812917,,,2,r9813935,,,,,
n10769580951,060013,杨庄C2出口,杨庄C2出口,,39.9268539,116.1829447,,,2,r9813935,,,,,
n6127534579,060015,西黄村(上行),西黄村,,39.9324095,116.2006105,,,0,r9813934,,,,,
r9813934,060015,西黄村,西黄村,,39.9324935,116.2005982,,,1,,,,,,
n10769594909,060015,西黄村A出口,西黄村A出口,,39.9328787,116.1988962,,,2,r9813934,,,,,
n10554658680,060015,西黄村B出口,西黄村B出口,,39.9326552,116.2014906,,,2,r9813934,,,,,
n10769623105,060015,西黄村C出口,西黄村C出口,,39.9322117,116.2005582,,,2,r9813934,,,,,
n6127534582,060017,廖公庄(上行),廖公庄,,39.931366,116.2208893,,,0,r9813933,,,,,
r9813933,060017,廖公庄,廖公庄,,39.9314101,116.2208854,,,1,,,,,,
n6856770472,060017,廖公庄D出口,廖公庄D出口,,39.9309796,116.2195904,,,2,r9813933,,,,,
n6856770473,060017,廖公庄A出口,廖公庄A出口,,39.9329653,116.2202419,,,2,r9813933,,,,,
n6856770471,060017,廖公庄出口,廖公庄出口,,39.9316671,116.2228167,,,2,r9813933,,,,,
n6127534686,060019,田村(上行),田村,,39.9283497,116.2468915,,,0,r9806935,,,,,
r9806935,060019,田村,田村,,39.9283896,116.2468822,,,1,,,,,,
n8667716851,060019,田村A出口,田村A出口,,39.9285047,116.246546,,,2,r9806935,,,,,
n8667716852,060019,田村B出口,田村B出口,,39.9285226,116.2475756,,,2,r9806935,,,,,
n8667716853,060019,田村D出口,田村D出口,,39.927305,116.2464238,,,2,r9806935,,,,,
n2099471226,060021,海淀五路居(上行),海淀五路居,,39.9313313,116.2708928,,,0,r2684755,,,,,
r2684755,060021,海淀五路居,海淀五路居,,39.931379820000004,116.2714983,,,1,,,,,,
n2099458599,060021,海淀五路居B出口,海淀五路居B出口,,39.9315326,116.271873,,,2,r2684755,,,,,
n7591327876,060021,海淀五路居D出口,海淀五路居D出口,,39.9303751,116.2695599,,,2,r2684755,,,,,
n7591327877,060021,海淀五路居C出口,海淀五路居C出口,,39.9309469,116.2715394,,,2,r2684755,,,,,
n7591327875,060021,海淀五路居A出口,海淀五路居A出口,,39.9319095,116.2693882,,,2,r2684755,,,,,
n4137849447,900061,慈寿寺(上行),慈寿寺,,39.9315156,116.2885877,,,0,r2672957,,,,,
r2672957,900061,慈寿寺,慈寿寺,,39.9315586,116.2888626,,,1,,,,,,
n4137849449,060025,花园桥(上行),花园桥,,39.9310736,116.3041117,,,0,r6157807,,,,,
r6157807,060025,花园桥,花园桥,,39.9312135,116.3039811,,,1,,,,,,
