stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code,stop_access
n3057104138,940037,朱辛庄(上行),朱辛庄,,40.1029958,116.3076404,,,0,r9803577,,,,,
r9803577,940037,朱辛庄,朱辛庄,,40.103101357142855,116.30756871428571,,,1,,,,,,
n3057104137,940037,朱辛庄(下行),朱辛庄,,40.1029839,116.3075669,,,0,r2111074,,,,,
r2111074,940037,朱辛庄,朱辛庄,,40.103101357142855,116.30756871428571,,,1,,,,,,
n3057144413,080007,育知路(下行),育知路,,40.0864961,116.3204522,,,0,r4008865,,,,,
n3057144411,080009,平西府(下行),平西府,,40.0886466,116.3442647,,,0,r4008864,,,,,
n1842949166,080011,回龙观东大街(下行),回龙观东大街,,40.0797228,116.3571465,,,0,r2637823,,,,,
n1842949157,080013,霍营(下行),霍营,,40.0705298,116.3539379,,,0,r8048026,,,,,
n1842949163,080015,育新(下行),育新,,40.0583489,116.3410926,,,0,r2637827,,,,,
n1842949154,080017,西小口(下行),西小口,,40.046058,116.3450909,,,0,r2637825,,,,,
n1842949167,080019,永泰庄(下行),永泰庄,,40.0366744,116.3482692,,,0,r2637826,,,,,
n1842951841,080021,林萃桥(下行),林萃桥,,40.0205474,116.366792,,,0,r2637824,,,,,
n339097485,080023,森林公园南门(下行),森林公园南门,,40.0091958,116.3862915,,,0,r1653641,,,,,
n339097239,150031,奥林匹克公园(下行),奥林匹克公园,,39.999324,116.386751,,,0,r8378088,,,,,
n339098344,080027,奥体中心(下行),奥体中心,,39.9841326,116.3874758,,,0,r1653639,,,,,
n339098540,100017,北土城(下行),北土城,,39.9763986,116.3878002,,,0,r8060604,,,,,
n2093005585,120039,安华桥(下行),安华桥,,39.9671145,116.3882615,,,0,r2676663,,,,,
n5057476994,080033,安德里北街(下行),安德里北街,,39.9555696,116.3885073,,,0,r8066744,,,,,
n2093005587,020017,鼓楼大街(下行),鼓楼大街,,39.9467301,116.3875743,,,0,r1650487,,,,,
n3058767836,080037,什刹海(下行),什刹海,,39.9359524,116.3900389,,,0,r4010360,,,,,
n3058767838,060039,南锣鼓巷(下行),南锣鼓巷,,39.932274,116.3976896,,,0,r4010361,,,,,
n6172173726,080041,中国美术馆(下行),中国美术馆,,39.9231748,116.4044922,,,0,r9925349,,,,,
n9379477285,080043,金鱼胡同(下行),金鱼胡同,,39.9141698,116.4048484,,,0,r13623457,,,,,
n7377461290,080045,王府井(下行),王府井,,39.9073071,116.4051485,,,0,r1603635,,,,,
n9379477275,020008,前门(下行),前门,,39.897519,116.3936133,,,0,r13536003,,,,,
n6127436970,070033,珠市口(下行),珠市口,,39.8880272,116.3921589,,,0,r4630725,,,,,
n9346809406,080051,天桥(下行),天桥,,39.8801176,116.3924244,,,0,r9608208,,,,,
n6127437143,140049,永定门外(下行),永定门外,,39.8642443,116.3929582,,,0,r9608209,,,,,
n6127437141,080055,木樨园(下行),木樨园,,39.8576497,116.393095,,,0,r9608207,,,,,
n6127437139,080057,海户屯(下行),海户屯,,39.8501087,116.3939752,,,0,r9608206,,,,,
n6127437137,900035,大红门(下行),大红门,,39.842423,116.3943596,,,0,r9736313,,,,,
n6127437135,080061,大红门南(下行),大红门南,,39.8350141,116.3947905,,,0,r9925411,,,,,
n6127437134,080063,和义(下行),和义,,39.8130101,116.3957718,,,0,r9925409,,,,,
n6127437132,080065,东高地(下行),东高地,,39.8037279,116.4037872,,,0,r9925412,,,,,
n6127437129,080067,火箭万源(下行),火箭万源,,39.7974087,116.4124827,,,0,r9925413,,,,,
n6127437128,080069,五福堂(下行),五福堂,,39.7833673,116.4178866,,,0,r9925414,,,,,
n6127436640,080071,德茂(下行),德茂,,39.7709009,116.4359618,,,0,r9608204,,,,,
n6127436885,080073,瀛海(下行),瀛海,,39.7588098,116.4429323,,,0,r9608205,,,,,
n1771786893,950021,郭公庄(上行),郭公庄,,39.8133808,116.2960633,,,0,r2207110,,,,,
r2207110,950021,郭公庄,郭公庄,,39.8133778,116.2960281,,,1,,,,,,
n2091794152,090043,丰台科技园(上行),丰台科技园,,39.8237674,116.2912815,,,0,r2674576,,,,,
r2674576,090043,丰台科技园,丰台科技园,,39.8239138,116.2912488,,,1,,,,,,
n10855359641,090043,丰台科技园A出口,丰台科技园A出口,,39.8245685,116.2906708,,,2,r2674576,,,,,
n10855359643,090043,丰台科技园B出口,丰台科技园B出口,,39.8245222,116.2915626,,,2,r2674576,,,,,
n10855359640,090043,丰台科技园C出口,丰台科技园C出口,,39.8233676,116.2916163,,,2,r2674576,,,,,
n10855359645,090043,丰台科技园D出口,丰台科技园D出口,,39.8233212,116.2906574,,,2,r2674576,,,,,
n10855359644,090043,丰台科技园出口,丰台科技园出口,,39.8237018,116.2906111,,,2,r2674576,,,,,
n2091794176,090041,科怡路(上行),科怡路,,39.8308814,116.2914784,,,0,r2674579,,,,,
r2674579,090041,科怡路,科怡路,,39.8308852,116.2914302,,,1,,,,,,
n10855438675,090041,科怡路A出口,科怡路A出口,,39.8317046,116.2910386,,,2,r2674579,,,,,
n10855438673,090041,科怡路出口,科怡路出口,,39.8313712,116.2910356,,,2,r2674579,,,,,
n10855438676,090041,科怡路B出口,科怡路B出口,,39.8316915,116.2917859,,,2,r2674579,,,,,
n10855438678,090041,科怡路C出口,科怡路C出口,,39.8305437,116.291751,,,2,r2674579,,,,,
n10855438677,090041,科怡路出口,科怡路出口,,39.8308691,116.2917591,,,2,r2674579,,,,,
n10855438674,090041,科怡路D出口,科怡路D出口,,39.8305664,116.2910107,,,2,r2674579,,,,,
n2091794172,160069,丰台南路(上行),丰台南路,,39.8395745,116.2905368,,,0,r2674578,,,,,
r2674578,160069,丰台南路,丰台南路,,39.8395949,116.2906678,,,1,,,,,,
n2091794160,090037,丰台东大街(上行),丰台东大街,,39.8541717,116.287865,,,0,r2674577,,,,,
r2674577,090037,丰台东大街,丰台东大街,,39.8541721,116.2877862,,,1,,,,,,
n2091794211,140031,七里庄(上行),七里庄,,39.8660248,116.2882357,,,0,r2674582,,,,,
r2674582,140031,七里庄,七里庄,,39.8652402,116.2881665,,,1,,,,,,
n12218813398,140031,七里庄出口,七里庄出口,,39.8644609,116.2878772,,,2,r2674582,,,,,
n12218813399,140031,七里庄出口,七里庄出口,,39.8644496,116.2883447,,,2,r2674582,,,,,
n12218813400,140031,七里庄出口,七里庄出口,,39.8654834,116.287974,,,2,r2674582,,,,,
n12218883501,140031,七里庄出口,七里庄出口,,39.8653527,116.2884758,,,2,r2674582,,,,,
n12218883502,140031,七里庄出口,七里庄出口,,39.8657732,116.2884954,,,2,r2674582,,,,,
n2091794192,900053,六里桥(上行),六里桥,,39.8792987,116.298141,,,0,r8047942,,,,,
r8047942,900053,六里桥,六里桥,,39.8786861,116.2968997,,,1,,,,,,
n10203953347,900053,六里桥B2出口,六里桥B2出口,,39.8807263,116.296409,,,2,r8047942,,,,,
n8345368892,900053,六里桥A出口,六里桥A出口,,39.8788895,116.295808,,,2,r8047942,,,,,
n8664623778,900053,六里桥B1出口,六里桥B1出口,,39.879523,116.297591,,,2,r8047942,,,,,
n8345368881,900053,六里桥C出口,六里桥C出口,,39.8791905,116.2983637,,,2,r8047942,,,,,
n8345368888,900053,六里桥D出口,六里桥D出口,,39.8786139,116.2982328,,,2,r8047942,,,,,
n8345368891,900053,六里桥F出口,六里桥F出口,,39.8778433,116.2966878,,,2,r8047942,,,,,
n8345368890,900053,六里桥E出口,六里桥E出口,,39.8776127,116.2971728,,,2,r8047942,,,,,
n2091794184,090031,六里桥东(上行),六里桥东,,39.885685,116.3088257,,,0,r2674580,,,,,
r2674580,090031,六里桥东,六里桥东,,39.8857143,116.308808,,,1,,,,,,
n12947578836,090031,六里桥东出口,六里桥东出口,,39.8856549,116.3087062,,,2,r2674580,,,,,
n12947578837,090031,六里桥东出口,六里桥东出口,,39.8855148,116.3098077,,,2,r2674580,,,,,
n2091794138,070021,北京西站(上行),北京西站,,39.8935357,116.3152836,,,0,r2674575,,,,,
r2674575,070021,北京西站,北京西站,,39.8935411,116.3151056,,,1,,,,,,
n12373722835,090027,军事博物馆(上行),军事博物馆,,39.906237,116.3153745,,,0,r8047903,,,,,
r8047903,090027,军事博物馆,军事博物馆,,39.9061218,116.3178241,,,1,,,,,,
n1654302294,090025,白堆子(上行),白堆子,,39.922573,116.319714,,,0,r2674573,,,,,
r2674573,090025,白堆子,白堆子,,39.9225738,116.3196813,,,1,,,,,,
n2091794134,060027,白石桥南(上行),白石桥南,,39.93239,116.319426,,,0,r2674574,,,,,
r2674574,060027,白石桥南,白石桥南,,39.9323878,116.3193762,,,1,,,,,,
n1364282598,160049,国家图书馆(上行),国家图书馆,,39.9418355,116.3190576,,,0,r1667222,,,,,
n1364282597,160049,国家图书馆(下行),国家图书馆,,39.9418329,116.319016,,,0,r1667222,,,,,
n2091794136,060027,白石桥南(下行),白石桥南,,39.9323912,116.3193043,,,0,r2674574,,,,,
n2091794128,090025,白堆子(下行),白堆子,,39.922574,116.319637,,,0,r2674573,,,,,
n2091794206,090027,军事博物馆(下行),军事博物馆,,39.9062609,116.3152709,,,0,r8047903,,,,,
n3692883748,070021,北京西站(下行),北京西站,,39.8935439,116.3149215,,,0,r2674575,,,,,
n2091794189,090031,六里桥东(下行),六里桥东,,39.8857391,116.308784,,,0,r2674580,,,,,
n2091794197,900053,六里桥(下行),六里桥,,39.8793528,116.2980991,,,0,r8047942,,,,,
n2091794219,140031,七里庄(下行),七里庄,,39.8660276,116.2881577,,,0,r2674582,,,,,
n2091794164,090037,丰台东大街(下行),丰台东大街,,39.8541729,116.2877145,,,0,r2674577,,,,,
n2091794168,160069,丰台南路(下行),丰台南路,,39.8395688,116.2904341,,,0,r2674578,,,,,
n2091794181,090041,科怡路(下行),科怡路,,39.8308858,116.291361,,,0,r2674579,,,,,
n2091794148,090043,丰台科技园(下行),丰台科技园,,39.8239841,116.2912057,,,0,r2674576,,,,,
n1771786892,950021,郭公庄(下行),郭公庄,,39.8133798,116.2959877,,,0,r2207110,,,,,
n2102414916,900051,西局(外环),西局,,39.8642908,116.2977923,,,0,r2690920,,,,,
r2690920,900051,西局,西局,,39.8652242,116.2978076,,,1,,,,,,
n3058978097,900049,泥洼(外环),泥洼,,39.8571974,116.2981484,,,0,r4010538,,,,,
r4010538,900049,泥洼,泥洼,,39.8573762,116.2981946,,,1,,,,,,
n3058978095,900047,丰台站(外环),丰台站,,39.8490275,116.2982976,,,0,r4010537,,,,,
r4010537,900047,丰台站,丰台站,,39.8496396,116.2975967,,,1,,,,,,
n2117226327,900045,首经贸(外环),首经贸,,39.8431392,116.3141425,,,0,r2709371,,,,,
r2709371,900045,首经贸,首经贸,,39.8431792,116.3140715,,,1,,,,,,
n6296910869,900045,首经贸D出口,首经贸D出口,,39.8430197,116.3134604,,,2,r2709371,,,,,
n6295446317,900045,首经贸C出口,首经贸C出口,,39.8426817,116.3143306,,,2,r2709371,,,,,
n6295454964,900045,首经贸B出口,首经贸B出口,,39.8437757,116.3144947,,,2,r2709371,,,,,
n11744202994,900045,首经贸出口,首经贸出口,,39.8434616,116.3103313,,,2,r2709371,,,,,
n11744202993,900045,首经贸出口,首经贸出口,,39.843467,116.3109011,,,2,r2709371,,,,,
n11744202996,900045,首经贸出口,首经贸出口,,39.8429748,116.3097896,,,2,r2709371,,,,,
n11744202995,900045,首经贸出口,首经贸出口,,39.8429604,116.3115082,,,2,r2709371,,,,,
n2117226301,900043,纪家庙(外环),纪家庙,,39.8431328,116.3273521,,,0,r2709370,,,,,
r2709370,900043,纪家庙,纪家庙,,39.8431736,116.3273554,,,1,,,,,,
n9104573480,900043,纪家庙A出口,纪家庙A出口,,39.8433887,116.3264457,,,2,r2709370,,,,,
n9104573475,900043,纪家庙B出口,纪家庙B出口,,39.8436268,116.3276295,,,2,r2709370,,,,,
n9104573485,900043,纪家庙D出口,纪家庙D出口,,39.842657,116.3269468,,,2,r2709370,,,,,
n2117226283,900041,草桥(外环),草桥,,39.8445619,116.3454126,,,0,r2709369,,,,,
r2709369,900041,草桥,草桥,,39.8445995,116.3454124,,,1,,,,,,
n9122335000,900041,草桥A出口,草桥A出口,,39.8447315,116.3443176,,,2,r2709369,,,,,
n9122335005,900041,草桥B出口,草桥B出口,,39.8447294,116.3462221,,,2,r2709369,,,,,
n2116038115,900039,角门西(外环),角门西,,39.8444284,116.3650357,,,0,r8047972,,,,,
r8047972,900039,角门西,角门西,,39.8444824,116.3647807,,,1,,,,,,
n10875741672,900039,角门西A2出口,角门西A2出口,,39.8452907,116.3646314,,,2,r8047972,,,,,
n10875741673,900039,角门西B出口,角门西B出口,,39.8453118,116.3653227,,,2,r8047972,,,,,
n9124096496,900039,角门西F出口,角门西F出口,,39.8446723,116.3656322,,,2,r8047972,,,,,
n2116038113,900037,角门东(外环),角门东,,39.8438023,116.3789123,,,0,r2707911,,,,,
r2707911,900037,角门东,角门东,,39.8438402,116.3788076,,,1,,,,,,
n3337810728,900037,角门东出口,角门东出口,,39.8439087,116.3782577,,,2,r2707911,,,,,
n2116038111,900035,大红门(外环),大红门,,39.8439531,116.3934758,,,0,r2707910,,,,,
r2707910,900035,大红门,大红门,,39.8440139,116.3927722,,,1,,,,,,
n10794414389,900035,大红门A1出口,大红门A1出口,,39.8442456,116.3929812,,,2,r2707910,,,,,
n10794414390,900035,大红门A2出口,大红门A2出口,,39.8442732,116.392121,,,2,r2707910,,,,,
n2866091101,900035,大红门C2出口,大红门C2出口,,39.8438919,116.3951784,,,2,r2707910,,,,,
n10794414391,900035,大红门D出口,大红门D出口,,39.843809,116.3929032,,,2,r2707910,,,,,
n2111812189,900033,石榴庄(外环),石榴庄,,39.8444497,116.4074195,,,0,r2703471,,,,,
r2703471,900033,石榴庄,石榴庄,,39.8444927,116.4074126,,,1,,,,,,
n2111812191,900031,宋家庄(外环),宋家庄,,39.8446446,116.4224208,,,0,r7950999,,,,,
r7950999,900031,宋家庄,宋家庄,,39.8443821,116.4219287,,,1,,,,,,
n2111812180,900029,成寿寺(外环),成寿寺,,39.8445204,116.4421452,,,0,r2703467,,,,,
r2703467,900029,成寿寺,成寿寺,,39.8445478,116.4418815,,,1,,,,,,
n2111812182,900027,分钟寺(外环),分钟寺,,39.8506894,116.4476121,,,0,r2703468,,,,,
r2703468,900027,分钟寺,分钟寺,,39.8506149,116.447588,,,1,,,,,,
n13290916659,900027,分钟寺A出口,分钟寺A出口,,39.8516834,116.4470065,,,2,r2703468,,,,,
n13290916656,900027,分钟寺B出口,分钟寺B出口,,39.8511188,116.4485527,,,2,r2703468,,,,,
n13290916665,900027,分钟寺C出口,分钟寺C出口,,39.8500921,116.4483465,,,2,r2703468,,,,,
n13290916662,900027,分钟寺D出口,分钟寺D出口,,39.849942,116.4475027,,,2,r2703468,,,,,
n2111812186,140057,十里河(外环),十里河,,39.8644371,116.4529298,,,0,r8378141,,,,,
r8378141,140057,十里河,十里河,,39.8647129,116.4525595,,,1,,,,,,
n9147328735,140057,十里河A出口,十里河A出口,,39.8649729,116.4534175,,,2,r8378141,,,,,
n9147328736,140057,十里河B出口,十里河B出口,,39.8643098,116.4535955,,,2,r8378141,,,,,
n9147328734,140057,十里河D出口,十里河D出口,,39.8638092,116.4520187,,,2,r8378141,,,,,
n9147328732,140057,十里河E出口,十里河E出口,,39.8654087,116.4516989,,,2,r8378141,,,,,
n9147328733,140057,十里河G出口,十里河G出口,,39.8641153,116.4510542,,,2,r8378141,,,,,
n10817156732,140057,十里河H出口,十里河H出口,,39.8648166,116.4517522,,,2,r8378141,,,,,
n9147328745,140057,十里河J出口,十里河J出口,,39.8637023,116.4548505,,,2,r8378141,,,,,
n9147328747,140057,十里河K1出口,十里河K1出口,,39.8626683,116.4555189,,,2,r8378141,,,,,
n10817156731,140057,十里河K2出口,十里河K2出口,,39.863253,116.4545926,,,2,r8378141,,,,,
n9147328746,140057,十里河L出口,十里河L出口,,39.8634982,116.4538892,,,2,r8378141,,,,,
n2111812184,900023,潘家园(外环),潘家园,,39.8748989,116.4550752,,,0,r2703469,,,,,
r2703469,900023,潘家园,潘家园,,39.8748619,116.4549705,,,1,,,,,,
n1423628507,900023,潘家园B出口,潘家园B出口,,39.8747073,116.4545353,,,2,r2703469,,,,,
n2492158965,900023,潘家园C1出口,潘家园C1出口,,39.8732398,116.4544051,,,2,r2703469,,,,,
n1351272526,100043,劲松(外环),劲松,,39.8831211,116.4552631,,,0,r1652808,,,,,
r1652808,100043,劲松,劲松,,39.8830661,116.4551162,,,1,,,,,,
n385074714,100043,劲松出口,劲松出口,,39.8826262,116.455725,,,2,r1652808,,,,,
n385074712,100043,劲松出口,劲松出口,,39.8832849,116.4569609,,,2,r1652808,,,,,
n385074716,100043,劲松出口,劲松出口,,39.8824945,116.454695,,,2,r1652808,,,,,
n385074709,100043,劲松出口,劲松出口,,39.8832783,116.4537852,,,2,r1652808,,,,,
n1351272528,100041,双井(外环),双井,,39.8921664,116.4553372,,,0,r1652809,,,,,
r1652809,100041,双井,双井,,39.8920933,116.4552314,,,1,,,,,,
n1351272556,100039,国贸(外环),国贸,,39.9078762,116.455991,,,0,r8048003,,,,,
r8048003,100039,国贸,国贸,,39.9070164,116.4556474,,,1,,,,,,
n10680371602,100039,国贸3出口,国贸3出口,,39.9064159,116.4565704,,,2,r8048003,,,,,
n1351272769,100037,金台夕照(外环),金台夕照,,39.9159459,116.4558371,,,0,r1652812,,,,,
r1652812,100037,金台夕照,金台夕照,,39.9159595,116.4555255,,,1,,,,,,
n3450695694,100037,金台夕照A出口,金台夕照A出口,,39.9154325,116.4545869,,,2,r1652812,,,,,
n3450695695,100037,金台夕照B出口,金台夕照B出口,,39.916278,116.4560139,,,2,r1652812,,,,,
n3450695696,100037,金台夕照C出口,金台夕照C出口,,39.9145973,116.4560943,,,2,r1652812,,,,,
n3450695693,100037,金台夕照D出口,金台夕照D出口,,39.9147144,116.4549252,,,2,r1652812,,,,,
n1351272550,060047,呼家楼(外环),呼家楼,,39.9219807,116.4557482,,,0,r1652810,,,,,
r1652810,060047,呼家楼,呼家楼,,39.9220995,116.4554956,,,1,,,,,,
n3450796154,060047,呼家楼H出口,呼家楼H出口,,39.9218149,116.4531055,,,2,r1652810,,,,,
n1351272555,100033,团结湖(外环),团结湖,,39.9322384,116.4558742,,,0,r1652811,,,,,
r1652811,100033,团结湖,团结湖,,39.9322013,116.4556066,,,1,,,,,,
n1351272524,100031,农业展览馆(外环),农业展览馆,,39.9402489,116.4563594,,,0,r1652807,,,,,
r1652807,100031,农业展览馆,农业展览馆,,39.940129,116.4562886,,,1,,,,,,
n1762059681,100031,农业展览馆A出口,农业展览馆A出口,,39.9407441,116.4561791,,,2,r1652807,,,,,
n1762059571,100031,农业展览馆D1出口,农业展览馆D1出口,,39.9392537,116.4561768,,,2,r1652807,,,,,
n1351202220,100029,亮马桥(外环),亮马桥,,39.9481368,116.4563847,,,0,r2420184,,,,,
r2420184,100029,亮马桥,亮马桥,,39.9482568,116.4562709,,,1,,,,,,
n1918652190,100029,亮马桥A出口,亮马桥A出口,,39.9482326,116.455156,,,2,r2420184,,,,,
n1918652189,100029,亮马桥D出口,亮马桥D出口,,39.9474069,116.4551243,,,2,r2420184,,,,,
n1918652188,100029,亮马桥C出口,亮马桥C出口,,39.9471367,116.4564827,,,2,r2420184,,,,,
n1918652192,100029,亮马桥B出口,亮马桥B出口,,39.9486535,116.4573111,,,2,r2420184,,,,,
n1351202217,100027,三元桥(外环),三元桥,,39.9597643,116.4514183,,,0,r1652783,,,,,
r1652783,100027,三元桥,三元桥,,39.9597061,116.4514799,,,1,,,,,,
n10298415729,100027,三元桥A出口,三元桥A出口,,39.9600401,116.45039,,,2,r1652783,,,,,
n1765144965,100027,三元桥出口,三元桥出口,,39.9595194,116.4512751,,,2,r1652783,,,,,
n5690603188,100027,三元桥出口,三元桥出口,,39.959292,116.4517874,,,2,r1652783,,,,,
n1974915214,100027,三元桥D出口,三元桥D出口,,39.959683,116.4505489,,,2,r1652783,,,,,
n1974915217,100027,三元桥C3出口,三元桥C3出口,,39.9598275,116.4507081,,,2,r1652783,,,,,
n1350293257,100025,太阳宫(外环),太阳宫,,39.9713492,116.4412241,,,0,r1651800,,,,,
r1651800,100025,太阳宫,太阳宫,,39.9712918,116.4411862,,,1,,,,,,
n2000746621,100025,太阳宫B出口,太阳宫B出口,,39.9715694,116.4418742,,,2,r1651800,,,,,
n2000746624,100025,太阳宫A出口,太阳宫A出口,,39.9717105,116.4412513,,,2,r1651800,,,,,
n2000746633,100025,太阳宫D出口,太阳宫D出口,,39.97121,116.4407239,,,2,r1651800,,,,,
n3384384425,100025,太阳宫C出口,太阳宫C出口,,39.9703593,116.4419839,,,2,r1651800,,,,,
n1350293320,100023,芍药居(外环),芍药居,,39.9757715,116.4316062,,,0,r8047883,,,,,
r8047883,100023,芍药居,芍药居,,39.9759527,116.4297381,,,1,,,,,,
n1350293261,100021,惠新西街南口(外环),惠新西街南口,,39.97569,116.4112405,,,0,r1651803,,,,,
r1651803,100021,惠新西街南口,惠新西街南口,,39.9759588,116.4113554,,,1,,,,,,
n5687481930,100019,安贞门(外环),安贞门,,39.9758069,116.3991827,,,0,r1651801,,,,,
r1651801,100019,安贞门,安贞门,,39.9758344,116.3991828,,,1,,,,,,
n10147044464,100019,安贞门A出口,安贞门A出口,,39.97596,116.39883,,,2,r1651801,,,,,
n7902446518,100019,安贞门B出口,安贞门B出口,,39.9761008,116.4004628,,,2,r1651801,,,,,
n10147044463,100019,安贞门C出口,安贞门C出口,,39.9753185,116.400758,,,2,r1651801,,,,,
n10147044465,100019,安贞门D出口,安贞门D出口,,39.9753144,116.3990454,,,2,r1651801,,,,,
n1350250932,100017,北土城(外环),北土城,,39.9757484,116.3879632,,,0,r1651733,,,,,
r1651733,100017,北土城,北土城,,39.9763987,116.3879263,,,1,,,,,,
n1350250931,100015,健德门(外环),健德门,,39.9751411,116.3749394,,,0,r1651734,,,,,
r1651734,100015,健德门,健德门,,39.9750859,116.3747659,,,1,,,,,,
n1350216464,100013,牡丹园(外环),牡丹园,,39.974965,116.3630791,,,0,r1651711,,,,,
r1651711,100013,牡丹园,牡丹园,,39.9749126,116.3630635,,,1,,,,,,
n1350216520,940055,西土城(外环),西土城,,39.9749496,116.3477606,,,0,r1651697,,,,,
r1651697,940055,西土城,西土城,,39.9748659,116.3477745,,,1,,,,,,
n1350216510,940055,西土城B出口,西土城B出口,,39.9754663,116.3483415,,,2,r1651697,,,,,
n1350216508,940055,西土城A出口,西土城A出口,,39.9754267,116.3467174,,,2,r1651697,,,,,
n1350216338,940055,西土城D出口,西土城D出口,,39.9743368,116.3465719,,,2,r1651697,,,,,
n1350216395,940055,西土城C出口,西土城C出口,,39.9747577,116.3485011,,,2,r1651697,,,,,
n1350216303,100009,知春路(外环),知春路,,39.975234,116.3357895,,,0,r1606034,,,,,
r1606034,100009,知春路,知春路,,39.9750927,116.3343902,,,1,,,,,,
n1350216506,100009,知春路A出口,知春路A出口,,39.9753243,116.3338492,,,2,r1606034,,,,,
n1350216434,100009,知春路B出口,知春路B出口,,39.9747969,116.3339456,,,2,r1606034,,,,,
n1350216367,100009,知春路G2出口,知春路G2出口,,39.9745721,116.3354926,,,2,r1606034,,,,,
n1350216371,100009,知春路G1出口,知春路G1出口,,39.9745839,116.3363023,,,2,r1606034,,,,,
n1350216511,100009,知春路F出口,知春路F出口,,39.9754734,116.3362946,,,2,r1606034,,,,,
n1350216305,100007,知春里(外环),知春里,,39.9749955,116.3229298,,,0,r1651695,,,,,
r1651695,100007,知春里,知春里,,39.9749496,116.3229284,,,1,,,,,,
n1350216401,100007,知春里出口,知春里出口,,39.9747801,116.3219682,,,2,r1651695,,,,,
n1350216498,100007,知春里出口,知春里出口,,39.9752549,116.3217654,,,2,r1651695,,,,,
n1350216500,100007,知春里出口,知春里出口,,39.9753297,116.3241987,,,2,r1651695,,,,,
n6621483713,100005,海淀黄庄(外环),海淀黄庄,,39.9747321,116.3115151,,,0,r1651694,,,,,
r1651694,100005,海淀黄庄,海淀黄庄,,39.9747132,116.3115201,,,1,,,,,,
n1350216513,100003,苏州街(外环),苏州街,,39.9743915,116.3001941,,,0,r1651696,,,,,
r1651696,100003,苏州街,苏州街,,39.9743281,116.2999736,,,1,,,,,,
n1350216358,100003,苏州街A出口,苏州街A出口,,39.9745582,116.2991621,,,2,r1651696,,,,,
n11471883327,100003,苏州街出口,苏州街出口,,39.974687,116.299744,,,2,r1651696,,,,,
n1350216389,100003,苏州街B出口,苏州街B出口,,39.974633,116.3014376,,,2,r1651696,,,,,
n1350216317,100003,苏州街D出口,苏州街D出口,,39.9734704,116.3000107,,,2,r1651696,,,,,
n1350216321,100003,苏州街C出口,苏州街C出口,,39.9739725,116.3004688,,,2,r1651696,,,,,
n11694477732,100003,苏州街出口,苏州街出口,,39.9735663,116.3004843,,,2,r1651696,,,,,
n11471883334,100003,苏州街E出口,苏州街E出口,,39.9745868,116.3008498,,,2,r1651696,,,,,
n11471883333,100003,苏州街F出口,苏州街F出口,,39.9742579,116.3010405,,,2,r1651696,,,,,
n11471883328,100003,苏州街G出口,苏州街G出口,,39.9726479,116.3001417,,,2,r1651696,,,,,
n1350120265,900069,巴沟(外环),巴沟,,39.9733177,116.2875177,,,0,r1651584,,,,,
r1651584,900069,巴沟,巴沟,,39.9732969,116.2874286,,,1,,,,,,
n1350120248,900069,巴沟A出口,巴沟A出口,,39.973084,116.2869226,,,2,r1651584,,,,,
n1350120239,900069,巴沟B出口,巴沟B出口,,39.9731745,116.288331,,,2,r1651584,,,,,
n1350120292,900069,巴沟C出口,巴沟C出口,,39.9726292,116.287813,,,2,r1651584,,,,,
n2013438856,900069,巴沟C3出口,巴沟C3出口,,39.9726356,116.2885818,,,2,r1651584,,,,,
n2013438858,900069,巴沟出口,巴沟出口,,39.9725127,116.2884045,,,2,r1651584,,,,,
n2090572115,900067,火器营(外环),火器营,,39.9642311,116.2834153,,,0,r2672958,,,,,
r2672958,900067,火器营,火器营,,39.9643309,116.2834171,,,1,,,,,,
n5257338947,900067,火器营A出口,火器营A出口,,39.9652524,116.2822935,,,2,r2672958,,,,,
n5257338948,900067,火器营C出口,火器营C出口,,39.9641165,116.2837398,,,2,r2672958,,,,,
n2090572107,900065,长春桥(外环),长春桥,,39.9573841,116.2879896,,,0,r2672955,,,,,
r2672955,900065,长春桥,长春桥,,39.9574108,116.2880393,,,1,,,,,,
n5257332877,900065,长春桥D1出口,长春桥D1出口,,39.9565989,116.2878586,,,2,r2672955,,,,,
n5257335136,900065,长春桥D2出口,长春桥D2出口,,39.956456,116.2869895,,,2,r2672955,,,,,
n5257335137,900065,长春桥A出口,长春桥A出口,,39.9578454,116.2875154,,,2,r2672955,,,,,
n2090572110,900063,车道沟(外环),车道沟,,39.9451645,116.2878111,,,0,r2672956,,,,,
r2672956,900063,车道沟,车道沟,,39.9451275,116.2878965,,,1,,,,,,
n2426893751,900063,车道沟A出口,车道沟A出口,,39.9471201,116.2867467,,,2,r2672956,,,,,
n7591769665,900063,车道沟B出口,车道沟B出口,,39.9468982,116.2885408,,,2,r2672956,,,,,
n7591769664,900063,车道沟C出口,车道沟C出口,,39.9459565,116.288337,,,2,r2672956,,,,,
n7591769663,900063,车道沟D出口,车道沟D出口,,39.9459523,116.2871944,,,2,r2672956,,,,,
n2090572113,900061,慈寿寺(外环),慈寿寺,,39.9320822,116.2893006,,,0,r8047985,,,,,
r8047985,900061,慈寿寺,慈寿寺,,39.9315586,116.2888626,,,1,,,,,,
n2094586166,900059,西钓鱼台(外环),西钓鱼台,,39.9217765,116.291662,,,0,r2678427,,,,,
