area_id,stop_id
110105,n3369459319
110105,n3369459319
110105,n3369459319
110105,n7117305932
110105,n7117305932
110105,n7117305936
110105,n7117305936
110105,n7117305939
110105,n7117305939
110112,n7117305950
110112,n7117305950
110112,n7117305952
110112,n7117305952
110112,n7117305952
110112,n7117305952
110112,n7117305952
110112,n7117305952
110112,n7117305972
110112,n7117305972
110112,n7117305972
110112,n7117305972
110112,n7117305972
110112,n7117305972
110112,n7117305969
110112,n7117305969
110112,n7117305969
110112,n7117305969
110112,n7117305954
110112,n7117305954
110112,n10216220694
110112,n10216220695
110112,n7117305975
110112,n7117305978
110112,n7117305973
110112,n7117305953
110112,n7117305949
110105,n6930098571
110105,n7117305937
110105,n7117305933
110105,n3369459320
110105,n3369459330
110105,n3369459342
110105,n3369459361
110105,n3369459371
110105,n3369459386
110105,n3369459941
110105,n3369459808
110105,n3369459953
110105,n3369459960
110101,n3369459820
110101,n3369459819
110101,n3369459948
110101,n3369459936
110101,n3369459915
110102,n3369458281
110102,n3369459795
110102,n3369458291
110102,n3369459803
110102,n3369459901
110106,n3369459827
110115,n6127436886
110115,n6127436886
110115,n6127436614
110115,n6127436614
110115,n6127437127
110115,n6127437127
110106,n6127437130
110106,n6127437130
110106,n6127437131
110106,n6127437131
110106,n6127437133
110106,n6127437133
110106,n6127437136
110106,n6127437136
110106,n6127437136
110106,n6127437138
110106,n6127437138
110106,n6127437138
110106,n6127437138
110106,n6127437140
110106,n6127437140
110106,n6127437142
110106,n6127437142
110101,n6127437144
110101,n6127437144
110101,n6127437144
110101,n6127437144
110101,n9346809407
110101,n9346809407
110101,n9346809407
110101,n9346809407
110101,n9346809407
110101,n6127436966
110101,n6127436966
110101,n6127436966
110101,n6127436966
110101,n9379477276
110101,n9379477283
110101,n9379477286
110101,n9379477286
110101,n9379477286
110101,n6172173743
110101,n6172173743
110101,n6172173743
110101,n6172173743
110101,n6172173743
110101,n6172173743
110101,n3058767839
110101,n3058767839
110101,n3058767839
110101,n3058767839
110102,n3058767837
110102,n3058767837
