osm_stop_position_id,osm_stop_area_group_id,osm_stop_area_id,osm_station_id,osm_entrance_ids,station_id,device_location,fare_location,name_cn,stop_code,amap_id,amap_name,adcode
n9383918420,osm_stop_area_group_id,r13623638,n9379477289,,398,150997785,150997785,北辛安,110025,amap_id,amap_name,adcode
n9383486347,osm_stop_area_group_id,r13623626,n9379477290,"n10842159181,n10842159184,n9635360715",399,150997787,150997787,新首钢,110027,amap_id,amap_name,adcode
n8015953540,osm_stop_area_group_id,r18412928,n12416948175,"n12530871818,n12530871830,n12530871823",453,150998037,150998037,四季青桥,120021,amap_id,amap_name,adcode
n12433919316,osm_stop_area_group_id,r18444176,n12430714719,"n12428545248,n12428545250",456,150998039,150998039,蓝靛厂,120023,amap_id,amap_name,adcode
n12433919916,osm_stop_area_group_id,r18443078,n5444434450,"n5257335137,n5257332877,n5257335136",181,151018049,150995159,长春桥,900065,amap_id,amap_name,adcode
n12433919314,osm_stop_area_group_id,r18444177,n12435287602,,382,150999085,150999085,苏州桥,160045,amap_id,amap_name,adcode
n12433919312,osm_stop_area_group_id,r18444178,n7861046852,"n1767257015,n586467392,n12453018013,n12453018014",53,150996003,150996003,人民大学,040035,amap_id,amap_name,adcode
n12433919309,osm_stop_area_group_id,r18444179,n12435287603,,183,150998047,150998047,大钟寺,120031,amap_id,amap_name,adcode
n12433919308,osm_stop_area_group_id,r18444144,n12430713733,"n12430955737,n12430955735,n12430955725,n12430955710,n12430955709,n12430955702,n12430955748",436,151019065,150995163,蓟门桥,940057,amap_id,amap_name,adcode
n12433919306,osm_stop_area_group_id,r18444145,n9385085646,,411,150999831,150999831,北太平庄,190023,amap_id,amap_name,adcode
n12433919304,osm_stop_area_group_id,r18441197,n12430713734,"n12433642003,n12433635799,n12433635798,n12433642005",455,150998053,150998053,马甸桥,120037,amap_id,amap_name,adcode
n12433919302,osm_stop_area_group_id,r18444146,n5305505996,,137,150998055,150995165,安华桥,120039,amap_id,amap_name,adcode
n12433885700,osm_stop_area_group_id,r18444147,n12430713735,,463,150998057,150998057,安贞桥,120041,amap_id,amap_name,adcode
n12433885698,osm_stop_area_group_id,r18444148,n12435251103,"n294115577,n5755942873,n6475573502,n6475573501,n12409457378,n12409457385,n12409457384,n12409457383",71,150998059,150995166,和平西桥,120043,amap_id,amap_name,adcode
n12433885695,osm_stop_area_group_id,r18444149,n12435251104,,191,150998061,150995087,光熙门,120045,amap_id,amap_name,adcode
n12433885693,osm_stop_area_group_id,r18444150,n12435251105,,448,150998063,150995157,西坝河,120047,amap_id,amap_name,adcode
n12433885691,osm_stop_area_group_id,r18444053,n5441521553,"n10298415729,n1765144965,n5690603188,n1974915214,n1974915217",159,150997531,150995074,三元桥,100027,amap_id,amap_name,adcode
n12433885689,osm_stop_area_group_id,r18444054,n12423657579,,457,150998067,150998067,将台西,120051,amap_id,amap_name,adcode
n12433885688,osm_stop_area_group_id,r18444055,n12423657578,,360,150998609,,高家园,140081,amap_id,amap_name,adcode
n12433885686,osm_stop_area_group_id,r18444056,n12423657577,,452,150998071,150998071,驼房营,120055,amap_id,amap_name,adcode
n12433885684,osm_stop_area_group_id,r18444057,n12423757161,,458,150998073,150998073,东坝西,120057,amap_id,amap_name,adcode
n12416948176,osm_stop_area_group_id,r18412929,n10671369627,,460,150995751,150995167,东坝北,030039,amap_id,amap_name,adcode
n12418241657,osm_stop_area_group_id,r18412929,n10671369627,,460,150995751,150995167,东坝北,030039,amap_id,amap_name,adcode
n12433885683,osm_stop_area_group_id,r18444057,n12423757161,,458,150998073,150998073,东坝西,120057,amap_id,amap_name,adcode
n12433885685,osm_stop_area_group_id,r18444056,n12423657577,,452,150998071,150998071,驼房营,120055,amap_id,amap_name,adcode
n12433885687,osm_stop_area_group_id,r18444055,n12423657578,,360,150998609,,高家园,140081,amap_id,amap_name,adcode
n12433885690,osm_stop_area_group_id,r18444054,n12423657579,,457,150998067,150998067,将台西,120051,amap_id,amap_name,adcode
n12433885692,osm_stop_area_group_id,r18444053,n5441521553,"n10298415729,n1765144965,n5690603188,n1974915214,n1974915217",159,150997531,150995074,三元桥,100027,amap_id,amap_name,adcode
n12433885694,osm_stop_area_group_id,r18444150,n12435251105,,448,150998063,150995157,西坝河,120047,amap_id,amap_name,adcode
n12433885696,osm_stop_area_group_id,r18444149,n12435251104,,191,150998061,150995087,光熙门,120045,amap_id,amap_name,adcode
n12433885697,osm_stop_area_group_id,r18444148,n12435251103,"n294115577,n5755942873,n6475573502,n6475573501,n12409457378,n12409457385,n12409457384,n12409457383",71,150998059,150995166,和平西桥,120043,amap_id,amap_name,adcode
n12433885699,osm_stop_area_group_id,r18444147,n12430713735,,463,150998057,150998057,安贞桥,120041,amap_id,amap_name,adcode
n12433919301,osm_stop_area_group_id,r18444146,n5305505996,,137,150998055,150995165,安华桥,120039,amap_id,amap_name,adcode
n12433919303,osm_stop_area_group_id,r18441197,n12430713734,"n12433642003,n12433635799,n12433635798,n12433642005",455,150998053,150998053,马甸桥,120037,amap_id,amap_name,adcode
n12433919305,osm_stop_area_group_id,r18444145,n9385085646,,411,150999831,150999831,北太平庄,190023,amap_id,amap_name,adcode
n12433919307,osm_stop_area_group_id,r18444144,n12430713733,"n12430955737,n12430955735,n12430955725,n12430955710,n12430955709,n12430955702,n12430955748",436,151019065,150995163,蓟门桥,940057,amap_id,amap_name,adcode
n12433919310,osm_stop_area_group_id,r18444179,n12435287603,,183,150998047,150998047,大钟寺,120031,amap_id,amap_name,adcode
n12433919311,osm_stop_area_group_id,r18444178,n7861046852,"n1767257015,n586467392,n12453018013,n12453018014",53,150996003,150996003,人民大学,040035,amap_id,amap_name,adcode
n12433919313,osm_stop_area_group_id,r18444177,n12435287602,,382,150999085,150999085,苏州桥,160045,amap_id,amap_name,adcode
n12433919915,osm_stop_area_group_id,r18443078,n5444434450,"n5257335137,n5257332877,n5257335136",181,151018049,150995159,长春桥,900065,amap_id,amap_name,adcode
n12433919315,osm_stop_area_group_id,r18444176,n12430714719,"n12428545248,n12428545250",456,150998039,150998039,蓝靛厂,120023,amap_id,amap_name,adcode
n12418249570,osm_stop_area_group_id,r18412928,n12416948175,"n12530871818,n12530871830,n12530871823",453,150998037,150998037,四季青桥,120021,amap_id,amap_name,adcode
n265711187,osm_stop_area_group_id,r1606032,n6617852356,"n2039584342,n2039584329",183,150998047,150998047,大钟寺,120031,amap_id,amap_name,adcode
n265711193,osm_stop_area_group_id,r8047898,n5430403863,"n1350216434,n1350216506",152,150997513,150995061,知春路,100009,amap_id,amap_name,adcode
n245134491,osm_stop_area_group_id,r1606033,n5442237543,"n290601069,n290601047",184,150998299,150998299,五道口,130027,amap_id,amap_name,adcode
n272425524,osm_stop_area_group_id,r1606035,n6617852359,n290598524,185,150998301,150998301,上地,130029,amap_id,amap_name,adcode
n6941598123,osm_stop_area_group_id,r10556656,n7116372189,,358,151019051,150995134,清河站,940043,amap_id,amap_name,adcode
n1074489072,osm_stop_area_group_id,r9803572,n5430533767,n1305782990,186,151019049,150995062,西二旗,940041,amap_id,amap_name,adcode
n265838775,osm_stop_area_group_id,r1606936,n6617852360,,187,150998305,150998305,龙泽,130033,amap_id,amap_name,adcode
n1306482845,osm_stop_area_group_id,r1606931,n5441470420,"n274696967,n274696962",188,150998307,150998307,回龙观,130035,amap_id,amap_name,adcode
n265839508,osm_stop_area_group_id,r1606934,n5430532540,n1363471399,128,150997005,150995100,霍营,080013,amap_id,amap_name,adcode
n265839520,osm_stop_area_group_id,r1606935,n12205156087,n11335211396,77,150998311,150995064,立水桥,130039,amap_id,amap_name,adcode
n274702786,osm_stop_area_group_id,r1606928,n5441502966,n4289789208,189,150998313,150998313,北苑,130041,amap_id,amap_name,adcode
n262780850,osm_stop_area_group_id,r1606933,n5428305222,,190,150998823,150995065,望京西,150039,amap_id,amap_name,adcode
n245154331,osm_stop_area_group_id,r1606930,n5430392913,"n862672246,n1306482850,n2575657183",157,150997527,150995066,芍药居,100023,amap_id,amap_name,adcode
n245154338,osm_stop_area_group_id,r1606927,n6617852357,"n9913965712,n9913965711",191,150998061,150995087,光熙门,120045,amap_id,amap_name,adcode
n245143068,osm_stop_area_group_id,r1606932,n6617852358,"n8018444478,n8018444479",192,150998321,150998321,柳芳,130049,amap_id,amap_name,adcode
n264602869,osm_stop_area_group_id,r8047920,n10655378373,n10655378372,29,151020053,151020053,东直门,980021,amap_id,amap_name,adcode
n1306564483,osm_stop_area_group_id,r8047920,n10655378373,n10655378372,29,151020053,151020053,东直门,980021,amap_id,amap_name,adcode
n1306482831,osm_stop_area_group_id,r1606932,n6617852358,"n8018444478,n8018444479",192,150998321,150998321,柳芳,130049,amap_id,amap_name,adcode
n1306482810,osm_stop_area_group_id,r1606927,n6617852357,"n9913965712,n9913965711",191,150998061,150995087,光熙门,120045,amap_id,amap_name,adcode
n1306482837,osm_stop_area_group_id,r1606930,n5430392913,"n862672246,n1306482850,n2575657183",157,150997527,150995066,芍药居,100023,amap_id,amap_name,adcode
n1306482842,osm_stop_area_group_id,r1606933,n5428305222,,190,150998823,150995065,望京西,150039,amap_id,amap_name,adcode
n1306482830,osm_stop_area_group_id,r1606928,n5441502966,n4289789208,189,150998313,150998313,北苑,130041,amap_id,amap_name,adcode
n1306482838,osm_stop_area_group_id,r1606935,n12205156087,n11335211396,77,150998311,150995064,立水桥,130039,amap_id,amap_name,adcode
n1306482856,osm_stop_area_group_id,r1606934,n5430532540,n1363471399,128,150997005,150995100,霍营,080013,amap_id,amap_name,adcode
n1306482812,osm_stop_area_group_id,r1606931,n5441470420,"n274696967,n274696962",188,150998307,150998307,回龙观,130035,amap_id,amap_name,adcode
n1306482822,osm_stop_area_group_id,r1606936,n6617852360,,187,150998305,150998305,龙泽,130033,amap_id,amap_name,adcode
n1306482857,osm_stop_area_group_id,r9803572,n5430533767,n1305782990,186,151019049,150995062,西二旗,940041,amap_id,amap_name,adcode
n6941598122,osm_stop_area_group_id,r10556656,n7116372189,,358,151019051,150995134,清河站,940043,amap_id,amap_name,adcode
n1305782983,osm_stop_area_group_id,r1606035,n6617852359,n290598524,185,150998301,150998301,上地,130029,amap_id,amap_name,adcode
n1305783002,osm_stop_area_group_id,r1606033,n5442237543,"n290601069,n290601047",184,150998299,150998299,五道口,130027,amap_id,amap_name,adcode
n1305782949,osm_stop_area_group_id,r8047898,n5430403863,"n1350216434,n1350216506",152,150997513,150995061,知春路,100009,amap_id,amap_name,adcode
n1305750653,osm_stop_area_group_id,r1606032,n6617852356,"n2039584342,n2039584329",183,150998047,150998047,大钟寺,120031,amap_id,amap_name,adcode
n3363488787,osm_stop_area_group_id,r4626936,w329393593,"n3362684854,n3362684848",193,150998549,150998549,张郭庄,140021,amap_id,amap_name,adcode
n3363488789,osm_stop_area_group_id,r4626933,n5442227596,"n4699114047,n4699114046,n4699114045,n4699114048",194,150998551,150998551,园博园,140023,amap_id,amap_name,adcode
n3363315487,osm_stop_area_group_id,r4626935,n3365609790,"n9258768097,n9258768099,n9258768098",195,150998553,150998553,大瓦窑,140025,amap_id,amap_name,adcode
n3363489804,osm_stop_area_group_id,r4626937,n3365609791,"n9996425671,n9996425672,n9996425670,n9996425673",196,150998555,150998555,郭庄子,140027,amap_id,amap_name,adcode
n3363489806,osm_stop_area_group_id,r4626934,n3365609789,,197,150998557,150998557,大井,140029,amap_id,amap_name,adcode
n3363378621,osm_stop_area_group_id,r8337114,n3367038996,n12218883503,145,150998559,150995114,七里庄,140031,amap_id,amap_name,adcode
n3363489808,osm_stop_area_group_id,r8076024,n3367044891,,177,151018035,150995110,西局,900051,amap_id,amap_name,adcode
n3367069248,osm_stop_area_group_id,r4626931,n3367069254,,400,150998563,150998563,东管头,140035,amap_id,amap_name,adcode
n3367069251,osm_stop_area_group_id,r4626932,n3367069255,,401,150998565,150995118,丽泽商务区,140037,amap_id,amap_name,adcode
n3363489812,osm_stop_area_group_id,r4627474,n3367069257,"n9691077527,n9691077528",402,150998567,150998567,菜户营,140039,amap_id,amap_name,adcode
n3363488788,osm_stop_area_group_id,r4627475,n9365006124,,403,150998569,150998569,西铁营,140041,amap_id,amap_name,adcode
n3363488791,osm_stop_area_group_id,r4627472,n3367069256,,416,150998571,150995147,景风门,140043,amap_id,amap_name,adcode
n3363489800,osm_stop_area_group_id,r9746535,n5158580594,,43,150998573,150995119,北京南站,140045,amap_id,amap_name,adcode
n3362682171,osm_stop_area_group_id,r4627473,w175226706,,198,150998577,150995128,永定门外,140049,amap_id,amap_name,adcode
n3363489801,osm_stop_area_group_id,r4627494,n3367857703,"n12345544439,n12345544446",199,150998579,150998579,景泰,140051,amap_id,amap_name,adcode
n3363496668,osm_stop_area_group_id,r8060614,n3367857705,"n1359089967,n2533476855,n2524037395",63,150998581,150995120,蒲黄榆,140053,amap_id,amap_name,adcode
n3363578126,osm_stop_area_group_id,r4627496,n3367977138,,200,150998583,150998583,方庄,140055,amap_id,amap_name,adcode
n3363578128,osm_stop_area_group_id,r2703470,n3367977137,"n9147328735,n9147328736,n9147328734,n9147328732,n9147328733,n10817156732,n9147328745,n9147328747,n10817156731,n9147328746",166,150998585,150995121,十里河,140057,amap_id,amap_name,adcode
n3363578130,osm_stop_area_group_id,r4627497,n3369001433,"n9379477296,n9379477295,n9379477294",201,150998589,150998589,北工大西门,140061,amap_id,amap_name,adcode
n3363578132,osm_stop_area_group_id,r4627495,n3369001432,"n6781740693,n6781740695,n6781740694",202,150998591,150998591,平乐园,140063,amap_id,amap_name,adcode
n3363578134,osm_stop_area_group_id,r4623398,n3369001428,"n6780237764,n6780237698,n6780237763,n6780237715,n6780237782",115,150998593,150995123,九龙山,140065,amap_id,amap_name,adcode
n3369001421,osm_stop_area_group_id,r8062950,n3369001431,"n1303500882,n4832116900,n4832116903,n4832116898",21,150998595,150995122,大望路,140067,amap_id,amap_name,adcode
n3369001425,osm_stop_area_group_id,r9775198,n6606206479,"n4832116905,n4832116904,n4832116907,n4832116908",90,150998599,150995116,金台路,140071,amap_id,amap_name,adcode
n3363350904,osm_stop_area_group_id,r4627511,n3363577821,"n4832116910,n4832116911,n4832116912,n4832116913",203,150998601,150998601,朝阳公园,140073,amap_id,amap_name,adcode
n3363538817,osm_stop_area_group_id,r4627512,n3363538820,"n6374189559,n6782763352",204,150998603,150998603,枣营,140075,amap_id,amap_name,adcode
n3362698497,osm_stop_area_group_id,r4627542,n3369001427,"n6782763357,n6782763350,n6782763356,n6782763359",205,150998605,150998605,东风北桥,140077,amap_id,amap_name,adcode
n3363538818,osm_stop_area_group_id,r4627544,n3369356930,"n3374135645,n6781835674,n3374135646",206,150998607,150998607,将台,140079,amap_id,amap_name,adcode
n3362693216,osm_stop_area_group_id,r4627545,w330398340,"n3372932234,n3372932232,n3372932233,n3372932231",207,150998611,150998611,望京南,140083,amap_id,amap_name,adcode
n3363536025,osm_stop_area_group_id,r4627547,n3369356934,"n9189326036,n12463325324,n9188705307,n8744240116",208,150998613,150998613,阜通,140085,amap_id,amap_name,adcode
n3363536027,osm_stop_area_group_id,r2688947,n3369356931,"n7920262371,n7920243597",209,150998615,150995115,望京,140087,amap_id,amap_name,adcode
n3363536031,osm_stop_area_group_id,r4627541,n3369356928,"n4371611986,n4373956691,n4398216890",210,150998617,150998617,东湖渠,140089,amap_id,amap_name,adcode
n3363536032,osm_stop_area_group_id,r4627546,n3369356933,"n9840133062,n9911312664,n9840133061,n9911312665",211,150998619,150998619,来广营,140091,amap_id,amap_name,adcode
n3363536034,osm_stop_area_group_id,r4627543,n5448590861,"n10797143825,n10797143824,n10797143823,n10797143826",212,150998621,150998621,善各庄,140093,amap_id,amap_name,adcode
n3363536035,osm_stop_area_group_id,r4627543,n5448590861,"n10797143825,n10797143824,n10797143823,n10797143826",212,150998621,150998621,善各庄,140093,amap_id,amap_name,adcode
n3363536033,osm_stop_area_group_id,r4627546,n3369356933,"n9840133062,n9911312664,n9840133061,n9911312665",211,150998619,150998619,来广营,140091,amap_id,amap_name,adcode
n3363536030,osm_stop_area_group_id,r4627541,n3369356928,"n4371611986,n4373956691,n4398216890",210,150998617,150998617,东湖渠,140089,amap_id,amap_name,adcode
n3363536026,osm_stop_area_group_id,r2688947,n3369356931,"n7920262371,n7920243597",209,150998615,150995115,望京,140087,amap_id,amap_name,adcode
n3363536024,osm_stop_area_group_id,r4627547,n3369356934,"n9189326036,n12463325324,n9188705307,n8744240116",208,150998613,150998613,阜通,140085,amap_id,amap_name,adcode
n3363536023,osm_stop_area_group_id,r4627545,w330398340,"n3372932234,n3372932232,n3372932233,n3372932231",207,150998611,150998611,望京南,140083,amap_id,amap_name,adcode
n3363538819,osm_stop_area_group_id,r4627544,n3369356930,"n3374135645,n6781835674,n3374135646",206,150998607,150998607,将台,140079,amap_id,amap_name,adcode
n3362698496,osm_stop_area_group_id,r4627542,n3369001427,"n6782763357,n6782763350,n6782763356,n6782763359",205,150998605,150998605,东风北桥,140077,amap_id,amap_name,adcode
n3362682189,osm_stop_area_group_id,r4627512,n3363538820,"n6374189559,n6782763352",204,150998603,150998603,枣营,140075,amap_id,amap_name,adcode
n3363350905,osm_stop_area_group_id,r4627511,n3363577821,"n4832116910,n4832116911,n4832116912,n4832116913",203,150998601,150998601,朝阳公园,140073,amap_id,amap_name,adcode
n3369001426,osm_stop_area_group_id,r9775198,n6606206479,"n4832116905,n4832116904,n4832116907,n4832116908",90,150998599,150995116,金台路,140071,amap_id,amap_name,adcode
n3369001422,osm_stop_area_group_id,r8062950,n3369001431,"n1303500882,n4832116900,n4832116903,n4832116898",21,150998595,150995122,大望路,140067,amap_id,amap_name,adcode
n3363578135,osm_stop_area_group_id,r4623398,n3369001428,"n6780237764,n6780237698,n6780237763,n6780237715,n6780237782",115,150998593,150995123,九龙山,140065,amap_id,amap_name,adcode
n3363578133,osm_stop_area_group_id,r4627495,n3369001432,"n6781740693,n6781740695,n6781740694",202,150998591,150998591,平乐园,140063,amap_id,amap_name,adcode
n3363578131,osm_stop_area_group_id,r4627497,n3369001433,"n9379477296,n9379477295,n9379477294",201,150998589,150998589,北工大西门,140061,amap_id,amap_name,adcode
n3363578129,osm_stop_area_group_id,r2703470,n3367977137,"n9147328735,n9147328736,n9147328734,n9147328732,n9147328733,n10817156732,n9147328745,n9147328747,n10817156731,n9147328746",166,150998585,150995121,十里河,140057,amap_id,amap_name,adcode
n3363578127,osm_stop_area_group_id,r4627496,n3367977138,,200,150998583,150998583,方庄,140055,amap_id,amap_name,adcode
n3363496669,osm_stop_area_group_id,r8060614,n3367857705,"n1359089967,n2533476855,n2524037395",63,150998581,150995120,蒲黄榆,140053,amap_id,amap_name,adcode
n3363489803,osm_stop_area_group_id,r4627494,n3367857703,"n12345544439,n12345544446",199,150998579,150998579,景泰,140051,amap_id,amap_name,adcode
n3362682172,osm_stop_area_group_id,r4627473,w175226706,,198,150998577,150995128,永定门外,140049,amap_id,amap_name,adcode
n3363489802,osm_stop_area_group_id,r9746535,n5158580594,,43,150998573,150995119,北京南站,140045,amap_id,amap_name,adcode
n3363488792,osm_stop_area_group_id,r4627472,n3367069256,,416,150998571,150995147,景风门,140043,amap_id,amap_name,adcode
n3363488790,osm_stop_area_group_id,r4627475,n9365006124,,403,150998569,150998569,西铁营,140041,amap_id,amap_name,adcode
n3363489813,osm_stop_area_group_id,r4627474,n3367069257,"n9691077527,n9691077528",402,150998567,150998567,菜户营,140039,amap_id,amap_name,adcode
n3367069253,osm_stop_area_group_id,r4626932,n3367069255,,401,150998565,150995118,丽泽商务区,140037,amap_id,amap_name,adcode
n3367069250,osm_stop_area_group_id,r4626931,n3367069254,,400,150998563,150998563,东管头,140035,amap_id,amap_name,adcode
n3363489809,osm_stop_area_group_id,r8076024,n3367044891,,177,151018035,150995110,西局,900051,amap_id,amap_name,adcode
n3363378622,osm_stop_area_group_id,r8337114,n3367038996,n12218883503,145,150998559,150995114,七里庄,140031,amap_id,amap_name,adcode
n3363489807,osm_stop_area_group_id,r4626934,n3365609789,,197,150998557,150998557,大井,140029,amap_id,amap_name,adcode
n3363489805,osm_stop_area_group_id,r4626937,n3365609791,"n9996425671,n9996425672,n9996425670,n9996425673",196,150998555,150998555,郭庄子,140027,amap_id,amap_name,adcode
n3363315488,osm_stop_area_group_id,r4626935,n3365609790,"n9258768097,n9258768099,n9258768098",195,150998553,150998553,大瓦窑,140025,amap_id,amap_name,adcode
n3362686762,osm_stop_area_group_id,r4626933,n5442227596,"n4699114047,n4699114046,n4699114045,n4699114048",194,150998551,150998551,园博园,140023,amap_id,amap_name,adcode
n3362686763,osm_stop_area_group_id,r4626936,w329393593,"n3362684854,n3362684848",193,150998549,150998549,张郭庄,140021,amap_id,amap_name,adcode
n3377341488,osm_stop_area_group_id,r4640448,n3379245690,"n13097927117,n12468087969,n4703201229,n13097927118",228,150998809,150998809,清华东路西口,150025,amap_id,amap_name,adcode
n5687426565,osm_stop_area_group_id,r4640443,n5687426566,"n9471150030,n9829553808,n9471150032,n9471150033,n11799850929,n9471150031,n11799850930,n10610542856,n10610542857",227,151019059,150995149,六道口,940051,amap_id,amap_name,adcode
n3377339789,osm_stop_area_group_id,r4640445,n3379245686,"n7553495968,n7553495970,n7553495967,n7553495969",226,150998813,150998813,北沙滩,150029,amap_id,amap_name,adcode
n3377339996,osm_stop_area_group_id,r1653640,n5402695989,"n2820157301,n2819909701,n12176583949,n3049754233,n4403560124,n13341784852,n9829769034,n6813793816,n4403560125",134,150998815,150995098,奥林匹克公园,150031,amap_id,amap_name,adcode
n3377339999,osm_stop_area_group_id,r4640447,n3379245689,"n4822539501,n4384983290,n4384996790,n4822539500,n9470660312",225,150998817,150998817,安立路,150033,amap_id,amap_name,adcode
n3377340012,osm_stop_area_group_id,r8065806,n5402687151,,74,150998819,150995097,大屯路东,150035,amap_id,amap_name,adcode
n3377339784,osm_stop_area_group_id,r4640444,n3379245685,"n7597561037,n7597561035,n7597561036",224,150998821,150998821,关庄,150037,amap_id,amap_name,adcode
n1078854904,osm_stop_area_group_id,r8048006,n5428305222,"n9097875727,n9097875728",190,150998823,150995065,望京西,150039,amap_id,amap_name,adcode
n1078854911,osm_stop_area_group_id,r8337117,n3369356931,"n7920262370,n7920260315",209,150998615,150995115,望京,140087,amap_id,amap_name,adcode
n1078854872,osm_stop_area_group_id,r2688946,n5447578126,"n7886701310,n7886701309,n7886701311",223,150998827,150998827,望京东,150043,amap_id,amap_name,adcode
n1078854898,osm_stop_area_group_id,r1654113,n8073325256,"n2098804216,n2098804209,n2098804226",222,150998829,150998829,崔各庄,150045,amap_id,amap_name,adcode
n1352542142,osm_stop_area_group_id,r1654103,n5430450498,,221,150998831,150998831,马泉营,150047,amap_id,amap_name,adcode
n1074447770,osm_stop_area_group_id,r1653910,n1352354126,,220,150998833,150998833,孙河,150049,amap_id,amap_name,adcode
n1074447761,osm_stop_area_group_id,r1653909,n8073325252,,219,150998835,150998835,国展,150051,amap_id,amap_name,adcode
n1074447567,osm_stop_area_group_id,r1653911,n8073325253,"n8749884441,n9528585073,n8737488124,n9528585074",218,150998837,150998837,花梨坎,150053,amap_id,amap_name,adcode
n1074447590,osm_stop_area_group_id,r1653908,n8073325254,,217,150998839,150998839,后沙峪,150055,amap_id,amap_name,adcode
n1736267214,osm_stop_area_group_id,r2164952,n8073325255,"n9687437042,n9687437045,n9687437046,n9687437043",216,150998841,150998841,南法信,150057,amap_id,amap_name,adcode
n1736267218,osm_stop_area_group_id,r2164953,n13299172063,"n9643346359,n9643346358,n9643346368,n9643346367",215,150998843,150998843,石门,150059,amap_id,amap_name,adcode
n1736267220,osm_stop_area_group_id,r2164954,n5441544159,"n1808536941,n2800286835,n2800286836,n3409913414",214,150998845,150998845,顺义,150061,amap_id,amap_name,adcode
n1736182739,osm_stop_area_group_id,r2164899,n5444733365,"n1736182806,n1736182805,n1736182775,n1736182772",213,150998847,150998847,俸伯,150063,amap_id,amap_name,adcode
n1643907335,osm_stop_area_group_id,r2164899,n5444733365,"n1736182806,n1736182805,n1736182775,n1736182772",213,150998847,150998847,俸伯,150063,amap_id,amap_name,adcode
n1643901112,osm_stop_area_group_id,r2164954,n5441544159,"n1808536941,n2800286835,n2800286836,n3409913414",214,150998845,150998845,顺义,150061,amap_id,amap_name,adcode
n1643901120,osm_stop_area_group_id,r2164953,n13299172063,"n9643346359,n9643346358,n9643346368,n9643346367",215,150998843,150998843,石门,150059,amap_id,amap_name,adcode
n1643901124,osm_stop_area_group_id,r2164952,n8073325255,"n9687437042,n9687437045,n9687437046,n9687437043",216,150998841,150998841,南法信,150057,amap_id,amap_name,adcode
n1352354116,osm_stop_area_group_id,r1653908,n8073325254,,217,150998839,150998839,后沙峪,150055,amap_id,amap_name,adcode
n1352354770,osm_stop_area_group_id,r1653911,n8073325253,"n8749884441,n9528585073,n8737488124,n9528585074",218,150998837,150998837,花梨坎,150053,amap_id,amap_name,adcode
n1352354123,osm_stop_area_group_id,r1653909,n8073325252,,219,150998835,150998835,国展,150051,amap_id,amap_name,adcode
n1352354126,osm_stop_area_group_id,r1653910,n1352354126,,220,150998833,150998833,孙河,150049,amap_id,amap_name,adcode
n1352542153,osm_stop_area_group_id,r1654103,n5430450498,,221,150998831,150998831,马泉营,150047,amap_id,amap_name,adcode
n1352557094,osm_stop_area_group_id,r1654113,n8073325256,"n2098804216,n2098804209,n2098804226",222,150998829,150998829,崔各庄,150045,amap_id,amap_name,adcode
n2101011227,osm_stop_area_group_id,r2688946,n5447578126,"n7886701310,n7886701309,n7886701311",223,150998827,150998827,望京东,150043,amap_id,amap_name,adcode
n2101011229,osm_stop_area_group_id,r8337117,n3369356931,"n7920262370,n7920260315",209,150998615,150995115,望京,140087,amap_id,amap_name,adcode
n2101011228,osm_stop_area_group_id,r8048006,n5428305222,"n9097875727,n9097875728",190,150998823,150995065,望京西,150039,amap_id,amap_name,adcode
n3377339785,osm_stop_area_group_id,r4640444,n3379245685,"n7597561037,n7597561035,n7597561036",224,150998821,150998821,关庄,150037,amap_id,amap_name,adcode
n3377340016,osm_stop_area_group_id,r8065806,n5402687151,,74,150998819,150995097,大屯路东,150035,amap_id,amap_name,adcode
n3377340010,osm_stop_area_group_id,r4640447,n3379245689,"n4822539501,n4384983290,n4384996790,n4822539500,n9470660312",225,150998817,150998817,安立路,150033,amap_id,amap_name,adcode
n3377340003,osm_stop_area_group_id,r1653640,n5402695989,"n2820157301,n2819909701,n12176583949,n3049754233,n4403560124,n13341784852,n9829769034,n6813793816,n4403560125",134,150998815,150995098,奥林匹克公园,150031,amap_id,amap_name,adcode
n3377339791,osm_stop_area_group_id,r4640445,n3379245686,"n7553495968,n7553495970,n7553495967,n7553495969",226,150998813,150998813,北沙滩,150029,amap_id,amap_name,adcode
n3379245684,osm_stop_area_group_id,r4640443,n5687426566,"n9471150030,n9829553808,n9471150032,n9471150033,n11799850929,n9471150031,n11799850930,n10610542856,n10610542857",227,151019059,150995149,六道口,940051,amap_id,amap_name,adcode
n3377341491,osm_stop_area_group_id,r4640448,n3379245690,"n13097927117,n12468087969,n4703201229,n13097927118",228,150998809,150998809,清华东路西口,150025,amap_id,amap_name,adcode
n4564112634,osm_stop_area_group_id,r16923990,n4564112633,"n11477680843,n11477680844",429,150999119,150999119,宛平城,160079,amap_id,amap_name,adcode
n11477680856,osm_stop_area_group_id,r16919027,n8278912792,n11477680860,441,150999117,150999117,洪泰庄,160077,amap_id,amap_name,adcode
n8278912729,osm_stop_area_group_id,r15070928,n4564112640,,428,150999115,150999115,榆树庄,160075,amap_id,amap_name,adcode
n4564112656,osm_stop_area_group_id,r15070929,n10296512593,,427,150999113,150999113,看丹,160073,amap_id,amap_name,adcode
