osm_stop_position_id,osm_stop_area_group_id,osm_stop_area_id,osm_station_id,osm_entrance_ids,station_id,device_location,fare_location,name_cn,stop_code,amap_id,amap_name,adcode
n1352161813,osm_stop_area_group_id,r8060604,n5305505997,"n1718889799,n1718889797,n1718889798,n1718889800,n1718889804,n1718889802",136,150997521,150995095,北土城,100017,amap_id,amap_name,adcode
n1352161814,osm_stop_area_group_id,r1653639,n8073325264,"n5911158125,n5911158126,n5911158124,n5911158123",135,150997019,150997019,奥体中心,080027,amap_id,amap_name,adcode
n1352161815,osm_stop_area_group_id,r8378088,n3379245688,"n2820157301,n2819909701,n12176583949,n3049754233,n4403560124,n6813793816,n4403560125",134,150998815,150995098,奥林匹克公园,150031,amap_id,amap_name,adcode
n1352161816,osm_stop_area_group_id,r1653641,n5305505998,"n1346457391,n1346457386,n1346457340,n1346457343",133,150997015,150997015,森林公园南门,080023,amap_id,amap_name,adcode
n2093005591,osm_stop_area_group_id,r2637824,n5305506002,"n7603978078,n7603978079,n7603978077,n9471058656",132,150997013,150997013,林萃桥,080021,amap_id,amap_name,adcode
n2093005593,osm_stop_area_group_id,r2637826,n5305506003,"n7606031905,n7606031906",131,150997011,150997011,永泰庄,080019,amap_id,amap_name,adcode
n2093005592,osm_stop_area_group_id,r2637825,n5305506004,"n9743653072,n11758318935,n9743653074,n8712102274,n9743653073",130,150997009,150997009,西小口,080017,amap_id,amap_name,adcode
n2093005594,osm_stop_area_group_id,r2637827,w126857011,"n11298084827,n11298084824,n11298084825,n11298084826",129,150997007,150997007,育新,080015,amap_id,amap_name,adcode
n2093005590,osm_stop_area_group_id,r8048026,n5305506001,"n7327249223,n1573019675",128,150997005,150995100,霍营,080013,amap_id,amap_name,adcode
n2093005589,osm_stop_area_group_id,r2637823,n5305506006,"n6781803090,n6781803089,n6781803087,n6781803088",127,150997003,150995176,回龙观东大街,080011,amap_id,amap_name,adcode
n3057144412,osm_stop_area_group_id,r4008864,n5305506007,"n9212004780,n9212004781,n9212004782,n9212004783",126,150997001,150997001,平西府,080009,amap_id,amap_name,adcode
n3057144414,osm_stop_area_group_id,r4008865,w301638280,"n9136834259,n9136834260,n9136834261",125,150996999,150996999,育知路,080007,amap_id,amap_name,adcode
n3057104138,osm_stop_area_group_id,r9803577,w136979357,,124,151019045,150995111,朱辛庄,940037,amap_id,amap_name,adcode
n3057104137,osm_stop_area_group_id,r2111074,w136979357,,124,151019045,150995111,朱辛庄,940037,amap_id,amap_name,adcode
n3057144413,osm_stop_area_group_id,r4008865,w301638280,"n9136834259,n9136834260,n9136834261",125,150996999,150996999,育知路,080007,amap_id,amap_name,adcode
n3057144411,osm_stop_area_group_id,r4008864,n5305506007,"n9212004780,n9212004781,n9212004782,n9212004783",126,150997001,150997001,平西府,080009,amap_id,amap_name,adcode
n1842949166,osm_stop_area_group_id,r2637823,n5305506006,"n6781803090,n6781803089,n6781803087,n6781803088",127,150997003,150995176,回龙观东大街,080011,amap_id,amap_name,adcode
n1842949157,osm_stop_area_group_id,r8048026,n5305506001,"n7327249223,n1573019675",128,150997005,150995100,霍营,080013,amap_id,amap_name,adcode
n1842949163,osm_stop_area_group_id,r2637827,w126857011,"n11298084827,n11298084824,n11298084825,n11298084826",129,150997007,150997007,育新,080015,amap_id,amap_name,adcode
n1842949154,osm_stop_area_group_id,r2637825,n5305506004,"n9743653072,n11758318935,n9743653074,n8712102274,n9743653073",130,150997009,150997009,西小口,080017,amap_id,amap_name,adcode
n1842949167,osm_stop_area_group_id,r2637826,n5305506003,"n7606031905,n7606031906",131,150997011,150997011,永泰庄,080019,amap_id,amap_name,adcode
n1842951841,osm_stop_area_group_id,r2637824,n5305506002,"n7603978078,n7603978079,n7603978077,n9471058656",132,150997013,150997013,林萃桥,080021,amap_id,amap_name,adcode
n339097485,osm_stop_area_group_id,r1653641,n5305505998,"n1346457391,n1346457386,n1346457340,n1346457343",133,150997015,150997015,森林公园南门,080023,amap_id,amap_name,adcode
n339097239,osm_stop_area_group_id,r8378088,n3379245688,"n2820157301,n2819909701,n12176583949,n3049754233,n4403560124,n6813793816,n4403560125",134,150998815,150995098,奥林匹克公园,150031,amap_id,amap_name,adcode
n339098344,osm_stop_area_group_id,r1653639,n8073325264,"n5911158125,n5911158126,n5911158124,n5911158123",135,150997019,150997019,奥体中心,080027,amap_id,amap_name,adcode
n339098540,osm_stop_area_group_id,r8060604,n5305505997,"n1718889799,n1718889797,n1718889798,n1718889800,n1718889804,n1718889802",136,150997521,150995095,北土城,100017,amap_id,amap_name,adcode
n2093005585,osm_stop_area_group_id,r2676663,n5305505996,"n6813718730,n6813701180,n7605950426,n2358646254,n7605950427",137,150998055,150995165,安华桥,120039,amap_id,amap_name,adcode
n5057476994,osm_stop_area_group_id,r8066744,n5448593092,n10137803561,138,150997025,150997025,安德里北街,080033,amap_id,amap_name,adcode
n2093005587,osm_stop_area_group_id,r1650487,n5305505995,"n4253043927,n4253043925,n4253043929",26,150995473,150995053,鼓楼大街,020017,amap_id,amap_name,adcode
n3058767836,osm_stop_area_group_id,r4010360,n5305505993,"n8805687981,n8805687980",139,150997029,150997029,什刹海,080037,amap_id,amap_name,adcode
n3058767838,osm_stop_area_group_id,r4010361,n6497773831,"n4400766338,n4400766341",87,150996519,150995113,南锣鼓巷,060039,amap_id,amap_name,adcode
n6172173726,osm_stop_area_group_id,r9925349,n6172173744,"n6784165939,n6784165940,n6784165941,n6784165947",316,150997033,150997033,中国美术馆,080041,amap_id,amap_name,adcode
n9379477285,osm_stop_area_group_id,r13623457,n9379477284,n10679111415,395,150997035,150997035,金鱼胡同,080043,amap_id,amap_name,adcode
n7377461290,osm_stop_area_group_id,r1603635,n6617849503,"n1302986764,n1302986800,n1302986771,n1302986770,n1302986772,n1302986794",16,150997037,150995153,王府井,080045,amap_id,amap_name,adcode
n9379477275,osm_stop_area_group_id,r13536003,n6724644886,"n1195696762,n1195696865,n1195696786,n9327480046,n2048053088,n2048053087,n2048053079,n9634711061",34,150995464,150995464,前门,020008,amap_id,amap_name,adcode
n6127436970,osm_stop_area_group_id,r4630725,n6172173698,"n7149581579,n7589864650,n7589864648,n7589864649",110,150996769,150995127,珠市口,070033,amap_id,amap_name,adcode
n9346809406,osm_stop_area_group_id,r9608208,n6488102425,"n7149581578,n11708763977,n13626238784",317,150997043,150997043,天桥,080051,amap_id,amap_name,adcode
n6127437143,osm_stop_area_group_id,r9608209,n6172173700,"n12616109620,n12616109621",198,150998577,150995128,永定门外,140049,amap_id,amap_name,adcode
n6127437141,osm_stop_area_group_id,r9608207,n6172173701,,319,150997047,150997047,木樨园,080055,amap_id,amap_name,adcode
n6127437139,osm_stop_area_group_id,r9608206,n6172173702,,318,150997049,150997049,海户屯,080057,amap_id,amap_name,adcode
n6127437137,osm_stop_area_group_id,r9736313,n13288528515,"n13288528524,n13288528529",170,151018019,151018019,大红门,900035,amap_id,amap_name,adcode
n6127437135,osm_stop_area_group_id,r9925411,n6172173703,n10716199276,320,150997053,150997053,大红门南,080061,amap_id,amap_name,adcode
n6127437134,osm_stop_area_group_id,r9925409,n6172173704,,321,150997055,150997055,和义,080063,amap_id,amap_name,adcode
n6127437132,osm_stop_area_group_id,r9925412,n6172173705,,322,150997057,150997057,东高地,080065,amap_id,amap_name,adcode
n6127437129,osm_stop_area_group_id,r9925413,n6172173706,,323,150997059,150997059,火箭万源,080067,amap_id,amap_name,adcode
n6127437128,osm_stop_area_group_id,r9925414,n6172173707,,324,150997061,150997061,五福堂,080069,amap_id,amap_name,adcode
n6127436640,osm_stop_area_group_id,r9608204,n6488102423,,325,150997063,150997063,德茂,080071,amap_id,amap_name,adcode
n6127436885,osm_stop_area_group_id,r9608205,n6488102424,,326,150997065,150997065,瀛海,080073,amap_id,amap_name,adcode
n1771786893,osm_stop_area_group_id,r2207110,n5430450045,,140,151019285,150995086,郭公庄,950021,amap_id,amap_name,adcode
n2091794152,osm_stop_area_group_id,r2674576,n7860304588,"n10855359641,n10855359643,n10855359640,n10855359645,n10855359644",141,150997291,150997291,丰台科技园,090043,amap_id,amap_name,adcode
n2091794176,osm_stop_area_group_id,r2674579,n5442237611,"n10855438675,n10855438673,n10855438676,n10855438678,n10855438677,n10855438674",142,150997289,150997289,科怡路,090041,amap_id,amap_name,adcode
n2091794172,osm_stop_area_group_id,r2674578,n7780780502,,143,150999109,150995139,丰台南路,160069,amap_id,amap_name,adcode
n2091794160,osm_stop_area_group_id,r2674577,n7860304589,,144,150997285,150997285,丰台东大街,090037,amap_id,amap_name,adcode
n2091794211,osm_stop_area_group_id,r2674582,n3367038996,"n12218813398,n12218813399,n12218813400,n12218883501,n12218883502",145,150998559,150995114,七里庄,140031,amap_id,amap_name,adcode
n2091794192,osm_stop_area_group_id,r8047942,n5430454140,"n10203953347,n8345368892,n8664623778,n8345368881,n8345368888,n8345368891,n8345368890",146,151018037,150995101,六里桥,900053,amap_id,amap_name,adcode
n2091794184,osm_stop_area_group_id,r2674580,n7860304590,"n12947578836,n12947578837",147,150997279,150997279,六里桥东,090031,amap_id,amap_name,adcode
n2091794138,osm_stop_area_group_id,r2674575,n5463450278,,105,150996757,150995085,北京西站,070021,amap_id,amap_name,adcode
n12373722835,osm_stop_area_group_id,r8047903,n5430417411,,9,150997275,150995055,军事博物馆,090027,amap_id,amap_name,adcode
n1654302294,osm_stop_area_group_id,r2674573,n5448545746,,148,150997273,150997273,白堆子,090025,amap_id,amap_name,adcode
n2091794134,osm_stop_area_group_id,r2674574,n5430545454,"n8675160717,n8675156516,n8675160718,n8675160719",84,150996507,150995109,白石桥南,060027,amap_id,amap_name,adcode
n1364282598,osm_stop_area_group_id,r1667222,n5429413631,"n1364282654,n11176862584,n1364282649,n1364282641",51,150999089,150995108,国家图书馆,160049,amap_id,amap_name,adcode
n1364282597,osm_stop_area_group_id,r1667222,n5429413631,"n1364282654,n11176862584,n1364282649,n1364282641",51,150999089,150995108,国家图书馆,160049,amap_id,amap_name,adcode
n2091794136,osm_stop_area_group_id,r2674574,n5430545454,"n8675160717,n8675156516,n8675160718,n8675160719",84,150996507,150995109,白石桥南,060027,amap_id,amap_name,adcode
n2091794128,osm_stop_area_group_id,r2674573,n5448545746,,148,150997273,150997273,白堆子,090025,amap_id,amap_name,adcode
n2091794206,osm_stop_area_group_id,r8047903,n5430417411,,9,150997275,150995055,军事博物馆,090027,amap_id,amap_name,adcode
n3692883748,osm_stop_area_group_id,r2674575,n5463450278,,105,150996757,150995085,北京西站,070021,amap_id,amap_name,adcode
n2091794189,osm_stop_area_group_id,r2674580,n7860304590,"n12947578836,n12947578837",147,150997279,150997279,六里桥东,090031,amap_id,amap_name,adcode
n2091794197,osm_stop_area_group_id,r8047942,n5430454140,"n10203953347,n8345368892,n8664623778,n8345368881,n8345368888,n8345368891,n8345368890",146,151018037,150995101,六里桥,900053,amap_id,amap_name,adcode
n2091794219,osm_stop_area_group_id,r2674582,n3367038996,"n12218813398,n12218813399,n12218813400,n12218883501,n12218883502",145,150998559,150995114,七里庄,140031,amap_id,amap_name,adcode
n2091794164,osm_stop_area_group_id,r2674577,n7860304589,,144,150997285,150997285,丰台东大街,090037,amap_id,amap_name,adcode
n2091794168,osm_stop_area_group_id,r2674578,n7780780502,,143,150999109,150995139,丰台南路,160069,amap_id,amap_name,adcode
n2091794181,osm_stop_area_group_id,r2674579,n5442237611,"n10855438675,n10855438673,n10855438676,n10855438678,n10855438677,n10855438674",142,150997289,150997289,科怡路,090041,amap_id,amap_name,adcode
n2091794148,osm_stop_area_group_id,r2674576,n7860304588,"n10855359641,n10855359643,n10855359640,n10855359645,n10855359644",141,150997291,150997291,丰台科技园,090043,amap_id,amap_name,adcode
n1771786892,osm_stop_area_group_id,r2207110,n5430450045,,140,151019285,150995086,郭公庄,950021,amap_id,amap_name,adcode
n2102414916,osm_stop_area_group_id,r2690920,n3367044891,,177,151018035,150995110,西局,900051,amap_id,amap_name,adcode
n3058978097,osm_stop_area_group_id,r4010538,n5453382713,,176,151018033,151018033,泥洼,900049,amap_id,amap_name,adcode
n3058978095,osm_stop_area_group_id,r4010537,n5453410797,,175,151018031,151018031,丰台站,900047,amap_id,amap_name,adcode
n2117226327,osm_stop_area_group_id,r2709371,n7074344502,"n6296910869,n6295446317,n6295454964,n11744202994,n11744202993,n11744202996,n11744202995",174,151018029,150995141,首经贸,900045,amap_id,amap_name,adcode
n2117226301,osm_stop_area_group_id,r2709370,n7896877679,"n9104573480,n9104573475,n9104573485",173,151018027,151018027,纪家庙,900043,amap_id,amap_name,adcode
n2117226283,osm_stop_area_group_id,r2709369,n9122347219,"n9122335000,n9122335005",172,151018025,151018025,草桥,900041,amap_id,amap_name,adcode
n2116038115,osm_stop_area_group_id,r8047972,n5430507192,"n10875741672,n10875741673,n3337810729,n9124096496",41,151018023,150995106,角门西,900039,amap_id,amap_name,adcode
n2116038113,osm_stop_area_group_id,r2707911,n5430391236,n3337810728,171,151018021,151018021,角门东,900037,amap_id,amap_name,adcode
n2116038111,osm_stop_area_group_id,r2707910,n6496364883,"n10794414389,n10794414390,n2866091101,n10794414391",170,151018019,151018019,大红门,900035,amap_id,amap_name,adcode
n2111812189,osm_stop_area_group_id,r2703471,n7896877682,,169,151018017,151018017,石榴庄,900033,amap_id,amap_name,adcode
n2111812191,osm_stop_area_group_id,r7950999,n5441491000,"n6781735198,n6781735208,n6781735185,n6781735194,n10618731553",61,151018015,150995070,宋家庄,900031,amap_id,amap_name,adcode
n2111812180,osm_stop_area_group_id,r2703467,n5448554757,,168,151018013,151018013,成寿寺,900029,amap_id,amap_name,adcode
n2111812182,osm_stop_area_group_id,r2703468,n5372350033,"n13290916659,n13290916656,n13290916665,n13290916662",167,151018011,151018011,分钟寺,900027,amap_id,amap_name,adcode
n2111812186,osm_stop_area_group_id,r8378141,n3367977137,"n9147328735,n9147328736,n9147328734,n9147328732,n9147328733,n10817156732,n9147328745,n9147328747,n10817156731,n9147328746",166,150998585,150995121,十里河,140057,amap_id,amap_name,adcode
n2111812184,osm_stop_area_group_id,r2703469,n5372350032,"n1423628507,n2492158965",165,151018007,151018007,潘家园,900023,amap_id,amap_name,adcode
n1351272526,osm_stop_area_group_id,r1652808,n5430390389,"n385074714,n385074712,n385074716,n385074709",164,150997547,150995076,劲松,100043,amap_id,amap_name,adcode
n1351272528,osm_stop_area_group_id,r1652809,n3369459833,"n6780237716,n6780237778,n6780237774",114,150997545,150995112,双井,100041,amap_id,amap_name,adcode
n1351272556,osm_stop_area_group_id,r8048003,n5430522453,"n3450739378,n3450739381,n3450739380,n10680371602,n3450739379,n3450739382,n3450739383,n3450739385,n3450739384,n10695100926",20,150997543,150995058,国贸,100039,amap_id,amap_name,adcode
n1351272769,osm_stop_area_group_id,r1652812,n5687481931,"n3450695694,n3450695695,n3450695696,n3450695693",163,150997541,150997541,金台夕照,100037,amap_id,amap_name,adcode
n1351272550,osm_stop_area_group_id,r1652810,n5430443221,"n1840733228,n3450796154,n3450796155,n3450796156,n3450796157,n3450796158,n3450796159,n3450796160,n3450796161",89,150996527,150995075,呼家楼,060047,amap_id,amap_name,adcode
n1351272555,osm_stop_area_group_id,r1652811,n5448561568,"n4398519340,n1765106519,n1765106500,n4398519339,n12433719332,n12433719331,n12433719325,n12433719330",162,150997537,150995169,团结湖,100033,amap_id,amap_name,adcode
n1351272524,osm_stop_area_group_id,r1652807,n5448567458,"n1762059681,n1762059571",161,150997535,150997535,农业展览馆,100031,amap_id,amap_name,adcode
n1351202220,osm_stop_area_group_id,r2420184,n5448569279,"n1918652190,n1918652189,n1918652188,n1918652192",160,150997533,150997533,亮马桥,100029,amap_id,amap_name,adcode
n1351202217,osm_stop_area_group_id,r1652783,n5441521553,"n10298415729,n1765144965,n5690603188,n1974915214,n1974915217",159,150997531,150995074,三元桥,100027,amap_id,amap_name,adcode
n1350293257,osm_stop_area_group_id,r1651800,n11496710264,"n2000746621,n2000746624,n2000746633,n3384384425",158,150997529,150995156,太阳宫,100025,amap_id,amap_name,adcode
n1350293320,osm_stop_area_group_id,r8047883,n5430392913,,157,150997527,150995066,芍药居,100023,amap_id,amap_name,adcode
n1350293261,osm_stop_area_group_id,r1651803,n5305505985,"n1359135056,n2575677046,n4289827668,n5719179211",72,150997525,150995067,惠新西街南口,100021,amap_id,amap_name,adcode
n5687481930,osm_stop_area_group_id,r1651801,n5448580676,"n10147044464,n7902446518,n10147044463,n10147044465",156,150997523,150997523,安贞门,100019,amap_id,amap_name,adcode
n1350250932,osm_stop_area_group_id,r1651733,n5305505997,"n1718889799,n1718889797,n1718889798,n1718889800,n1718889804,n1718889802",136,150997521,150995095,北土城,100017,amap_id,amap_name,adcode
n1350250931,osm_stop_area_group_id,r1651734,n5447625351,,155,150997519,150997519,健德门,100015,amap_id,amap_name,adcode
n1350216464,osm_stop_area_group_id,r1651711,n5448581898,,154,150997517,150997517,牡丹园,100013,amap_id,amap_name,adcode
n1350216520,osm_stop_area_group_id,r1651697,n5448585739,"n1350216510,n1350216508,n1350216338,n1350216395",153,151019063,150995150,西土城,940055,amap_id,amap_name,adcode
n1350216303,osm_stop_area_group_id,r1606034,n5430403863,"n1350216506,n1350216434,n1350216367,n1350216371,n1350216511",152,150997513,150995061,知春路,100009,amap_id,amap_name,adcode
n1350216305,osm_stop_area_group_id,r1651695,n7896877681,"n1350216401,n1350216498,n1350216500",151,150997511,150997511,知春里,100007,amap_id,amap_name,adcode
n6621483713,osm_stop_area_group_id,r1651694,n6606270273,"n1350216512,n1350216465,n1350216485,n1350216363,n1350216356",54,150997509,150995072,海淀黄庄,100005,amap_id,amap_name,adcode
n1350216513,osm_stop_area_group_id,r1651696,n5448587388,"n1350216358,n11471883327,n1350216389,n1350216317,n1350216321,n11694477732,n11471883334,n11471883333,n11471883328",150,150997507,150995135,苏州街,100003,amap_id,amap_name,adcode
n1350120265,osm_stop_area_group_id,r1651584,n5430448102,"n1350120248,n1350120239,n1350120292,n2013438856,n2013438858",149,151018053,150995102,巴沟,900069,amap_id,amap_name,adcode
n2090572115,osm_stop_area_group_id,r2672958,n5444436956,"n5257338947,n5257338948",182,151018051,151018051,火器营,900067,amap_id,amap_name,adcode
n2090572107,osm_stop_area_group_id,r2672955,n5444434450,"n5257332877,n5257335136,n5257335137",181,151018049,150995159,长春桥,900065,amap_id,amap_name,adcode
n2090572110,osm_stop_area_group_id,r2672956,n5453371982,"n2426893751,n7591769665,n7591769664,n7591769663",180,151018047,151018047,车道沟,900063,amap_id,amap_name,adcode
n2090572113,osm_stop_area_group_id,r8047985,n5430509863,,82,151018045,150995103,慈寿寺,900061,amap_id,amap_name,adcode
n2094586166,osm_stop_area_group_id,r2678427,n5453388186,"n2381864553,n2382556537",179,151018043,151018043,西钓鱼台,900059,amap_id,amap_name,adcode
n2094586153,osm_stop_area_group_id,r8047908,n5430421400,,8,151018041,150995107,公主坟,900057,amap_id,amap_name,adcode
n2102414889,osm_stop_area_group_id,r2690919,n5453394777,"n11065310492,n11065310493,n11065310494",178,151018039,151018039,莲花桥,900055,amap_id,amap_name,adcode
n2102414900,osm_stop_area_group_id,r8047942,n5430454140,"n10203953347,n8345368892,n8664623778,n8345368881,n8345368888,n8345368891,n8345368890",146,151018037,150995101,六里桥,900053,amap_id,amap_name,adcode
n2102414916,osm_stop_area_group_id,r2690920,n3367044891,,177,151018035,150995110,西局,900051,amap_id,amap_name,adcode
n2102414923,osm_stop_area_group_id,r2690920,n3367044891,,177,151018035,150995110,西局,900051,amap_id,amap_name,adcode
n2102414911,osm_stop_area_group_id,r8047942,n5430454140,"n10203953347,n8345368892,n8664623778,n8345368881,n8345368888,n8345368891,n8345368890",146,151018037,150995101,六里桥,900053,amap_id,amap_name,adcode
n2102414894,osm_stop_area_group_id,r2690919,n5453394777,"n11065310492,n11065310493,n11065310494",178,151018039,151018039,莲花桥,900055,amap_id,amap_name,adcode
n2094586164,osm_stop_area_group_id,r8047908,n5430421400,,8,151018041,150995107,公主坟,900057,amap_id,amap_name,adcode
n2094586171,osm_stop_area_group_id,r2678427,n5453388186,"n2381864553,n2382556537",179,151018043,151018043,西钓鱼台,900059,amap_id,amap_name,adcode
n2090572112,osm_stop_area_group_id,r8047985,n5430509863,,82,151018045,150995103,慈寿寺,900061,amap_id,amap_name,adcode
n2090572111,osm_stop_area_group_id,r2672956,n5453371982,"n2426893751,n7591769665,n7591769664,n7591769663",180,151018047,151018047,车道沟,900063,amap_id,amap_name,adcode
n2090572108,osm_stop_area_group_id,r2672955,n5444434450,"n5257332877,n5257335136,n5257335137",181,151018049,150995159,长春桥,900065,amap_id,amap_name,adcode
n2090572117,osm_stop_area_group_id,r2672958,n5444436956,"n5257338947,n5257338948",182,151018051,151018051,火器营,900067,amap_id,amap_name,adcode
n340410862,osm_stop_area_group_id,r1651584,n5430448102,"n1350120248,n1350120239,n1350120292,n2013438856,n2013438858",149,151018053,150995102,巴沟,900069,amap_id,amap_name,adcode
n340410824,osm_stop_area_group_id,r1651696,n5448587388,"n1350216358,n11471883327,n1350216389,n1350216317,n1350216321,n11694477732,n11471883334,n11471883333,n11471883328",150,150997507,150995135,苏州街,100003,amap_id,amap_name,adcode
n6621483711,osm_stop_area_group_id,r1651694,n6606270273,"n1350216512,n1350216465,n1350216485,n1350216363,n1350216356",54,150997509,150995072,海淀黄庄,100005,amap_id,amap_name,adcode
n340410815,osm_stop_area_group_id,r1651695,n7896877681,"n1350216401,n1350216498,n1350216500",151,150997511,150997511,知春里,100007,amap_id,amap_name,adcode
n340410668,osm_stop_area_group_id,r1606034,n5430403863,"n1350216506,n1350216434,n1350216367,n1350216371,n1350216511",152,150997513,150995061,知春路,100009,amap_id,amap_name,adcode
n340410659,osm_stop_area_group_id,r1651697,n5448585739,"n1350216510,n1350216508,n1350216338,n1350216395",153,151019063,150995150,西土城,940055,amap_id,amap_name,adcode
n340410501,osm_stop_area_group_id,r1651711,n5448581898,,154,150997517,150997517,牡丹园,100013,amap_id,amap_name,adcode
n340410434,osm_stop_area_group_id,r1651734,n5447625351,,155,150997519,150997519,健德门,100015,amap_id,amap_name,adcode
n340408841,osm_stop_area_group_id,r1651733,n5305505997,"n1718889799,n1718889797,n1718889798,n1718889800,n1718889804,n1718889802",136,150997521,150995095,北土城,100017,amap_id,amap_name,adcode
n5687481929,osm_stop_area_group_id,r1651801,n5448580676,"n10147044464,n7902446518,n10147044463,n10147044465",156,150997523,150997523,安贞门,100019,amap_id,amap_name,adcode
n340409094,osm_stop_area_group_id,r1651803,n5305505985,"n1359135056,n2575677046,n4289827668,n5719179211",72,150997525,150995067,惠新西街南口,100021,amap_id,amap_name,adcode
n340409219,osm_stop_area_group_id,r8047883,n5430392913,,157,150997527,150995066,芍药居,100023,amap_id,amap_name,adcode
n340409286,osm_stop_area_group_id,r1651800,n11496710264,"n2000746621,n2000746624,n2000746633,n3384384425",158,150997529,150995156,太阳宫,100025,amap_id,amap_name,adcode
n339102778,osm_stop_area_group_id,r1652783,n5441521553,"n10298415729,n1765144965,n5690603188,n1974915214,n1974915217",159,150997531,150995074,三元桥,100027,amap_id,amap_name,adcode
n340409366,osm_stop_area_group_id,r2420184,n5448569279,"n1918652190,n1918652189,n1918652188,n1918652192",160,150997533,150997533,亮马桥,100029,amap_id,amap_name,adcode
n340409480,osm_stop_area_group_id,r1652807,n5448567458,"n1762059681,n1762059571",161,150997535,150997535,农业展览馆,100031,amap_id,amap_name,adcode
n340409693,osm_stop_area_group_id,r1652811,n5448561568,"n4398519340,n1765106519,n1765106500,n4398519339,n12433719332,n12433719331,n12433719325,n12433719330",162,150997537,150995169,团结湖,100033,amap_id,amap_name,adcode
n339099394,osm_stop_area_group_id,r1652810,n5430443221,"n1840733228,n3450796154,n3450796155,n3450796156,n3450796157,n3450796158,n3450796159,n3450796160,n3450796161",89,150996527,150995075,呼家楼,060047,amap_id,amap_name,adcode
n340409955,osm_stop_area_group_id,r1652812,n5687481931,"n3450695694,n3450695695,n3450695696,n3450695693",163,150997541,150997541,金台夕照,100037,amap_id,amap_name,adcode
n339099503,osm_stop_area_group_id,r8048003,n5430522453,"n3450739378,n3450739381,n3450739380,n10680371602,n3450739379,n3450739382,n3450739383,n3450739385,n3450739384,n10695100926",20,150997543,150995058,国贸,100039,amap_id,amap_name,adcode
n340410051,osm_stop_area_group_id,r1652809,n3369459833,"n6780237716,n6780237778,n6780237774",114,150997545,150995112,双井,100041,amap_id,amap_name,adcode
n340410090,osm_stop_area_group_id,r1652808,n5430390389,"n385074714,n385074712,n385074716,n385074709",164,150997547,150995076,劲松,100043,amap_id,amap_name,adcode
n2111812185,osm_stop_area_group_id,r2703469,n5372350032,"n1423628507,n2492158965",165,151018007,151018007,潘家园,900023,amap_id,amap_name,adcode
n2111812187,osm_stop_area_group_id,r8378141,n3367977137,"n9147328735,n9147328736,n9147328734,n9147328732,n9147328733,n10817156732,n9147328745,n9147328747,n10817156731,n9147328746",166,150998585,150995121,十里河,140057,amap_id,amap_name,adcode
n2111812183,osm_stop_area_group_id,r2703468,n5372350033,"n13290916659,n13290916656,n13290916665,n13290916662",167,151018011,151018011,分钟寺,900027,amap_id,amap_name,adcode
n2111812181,osm_stop_area_group_id,r2703467,n5448554757,,168,151018013,151018013,成寿寺,900029,amap_id,amap_name,adcode
n10613978465,osm_stop_area_group_id,r7950999,n5441491000,"n6781735198,n6781735208,n6781735185,n6781735194,n10618731553",61,151018015,150995070,宋家庄,900031,amap_id,amap_name,adcode
n2111812190,osm_stop_area_group_id,r2703471,n7896877682,,169,151018017,151018017,石榴庄,900033,amap_id,amap_name,adcode
n2116038112,osm_stop_area_group_id,r2707910,n6496364883,"n10794414389,n10794414390,n2866091101,n10794414391",170,151018019,151018019,大红门,900035,amap_id,amap_name,adcode
n2116038114,osm_stop_area_group_id,r2707911,n5430391236,n3337810728,171,151018021,151018021,角门东,900037,amap_id,amap_name,adcode
n2116038116,osm_stop_area_group_id,r8047972,n5430507192,"n10875741672,n10875741673,n3337810729,n9124096496",41,151018023,150995106,角门西,900039,amap_id,amap_name,adcode
n2117226291,osm_stop_area_group_id,r2709369,n9122347219,"n9122335000,n9122335005",172,151018025,151018025,草桥,900041,amap_id,amap_name,adcode
n2117226309,osm_stop_area_group_id,r2709370,n7896877679,"n9104573480,n9104573475,n9104573485",173,151018027,151018027,纪家庙,900043,amap_id,amap_name,adcode
n2117226349,osm_stop_area_group_id,r2709371,n7074344502,"n6296910869,n6295446317,n6295454964,n11744202994,n11744202993,n11744202996,n11744202995",174,151018029,150995141,首经贸,900045,amap_id,amap_name,adcode
n3058978096,osm_stop_area_group_id,r4010537,n5453410797,,175,151018031,151018031,丰台站,900047,amap_id,amap_name,adcode
n3058978098,osm_stop_area_group_id,r4010538,n5453382713,,176,151018033,151018033,泥洼,900049,amap_id,amap_name,adcode
n2102414923,osm_stop_area_group_id,r2690920,n3367044891,,177,151018035,150995110,西局,900051,amap_id,amap_name,adcode
n9383906478,osm_stop_area_group_id,r13623626,n9379477290,"n10842159181,n10842159184,n9635360715",399,150997787,150997787,新首钢,110027,amap_id,amap_name,adcode
n9383918419,osm_stop_area_group_id,r13623638,n9379477289,,398,150997785,150997785,北辛安,110025,amap_id,amap_name,adcode
n9383486337,osm_stop_area_group_id,r13623661,n9379477292,"n9635395503,n9635395504,n9635395505",302,150996489,150995126,金安桥,060009,amap_id,amap_name,adcode
n9383939776,osm_stop_area_group_id,r13623660,n9383939775,,417,150997781,150997781,模式口,110021,amap_id,amap_name,adcode
n8002248192,osm_stop_area_group_id,r13623660,n9383939775,,417,150997781,150997781,模式口,110021,amap_id,amap_name,adcode
n9383939777,osm_stop_area_group_id,r13623661,n9379477292,"n9635395503,n9635395504,n9635395505",302,150996489,150995126,金安桥,060009,amap_id,amap_name,adcode
