isHalf,startDeviceLocation,destDeviceLocation,arriveTime
0,150995457,150995457,19504
0,150995457,150995457,19979
0,150995457,150995457,20369
0,150995457,150995457,20819
0,150995457,150995457,21254
0,150995457,150995457,21584
0,150995457,150995457,21944
0,150995457,150995457,22214
0,150995457,150995457,22514
0,150995457,150995457,22754
0,150995457,150995457,23069
0,150995457,150995457,23346
0,150995457,150995457,23624
0,150995457,150995457,23834
0,150995457,150995457,24104
0,150995457,150995457,24374
0,150995457,150995457,24644
0,150995457,150995457,24914
0,150995457,150995457,25214
0,150995457,150995457,25454
0,150995457,150995457,25769
0,150995457,150995457,25949
0,150995457,150995457,26174
0,150995457,150995457,26354
0,150995457,150995457,26534
0,150995457,150995457,26714
0,150995457,150995457,26894
0,150995457,150995457,27074
0,150995457,150995457,27254
0,150995457,150995457,27434
0,150995457,150995457,27614
0,150995457,150995457,27794
0,150995457,150995457,27974
0,150995457,150995457,28154
0,150995457,150995457,28334
0,150995457,150995457,28514
0,150995457,150995457,28694
0,150995457,150995457,28874
0,150995457,150995457,29054
0,150995457,150995457,29234
0,150995457,150995457,29414
0,150995457,150995457,29594
0,150995457,150995457,29774
0,150995457,150995457,29954
0,150995457,150995457,30134
0,150995457,150995457,30314
0,150995457,150995457,30494
0,150995457,150995457,30674
0,150995457,150995457,30854
0,150995457,150995457,31034
0,150995457,150995457,31214
0,150995457,150995457,31394
0,150995457,150995457,31574
0,150995457,150995457,31754
0,150995457,150995457,31934
0,150995457,150995457,32114
0,150995457,150995457,32294
1,150995457,150995474,32474
0,150995457,150995457,32654
0,150995457,150995457,32834
1,150995457,150995474,33014
0,150995457,150995457,33194
0,150995457,150995457,33374
1,150995457,150995474,33554
0,150995457,150995457,33734
0,150995457,150995457,33914
1,150995457,150995474,34094
0,150995457,150995457,34274
1,150995457,150995474,34454
0,150995457,150995457,34634
1,150995457,150995474,34844
0,150995457,150995457,35084
1,150995457,150995474,35354
0,150995457,150995457,35624
1,150995457,150995474,35894
0,150995457,150995457,36156
0,150995457,150995457,36434
1,150995457,150995474,36704
0,150995457,150995457,37056
0,150995457,150995457,37506
0,150995457,150995457,37956
0,150995457,150995457,38406
0,150995457,150995457,38856
0,150995457,150995457,39306
0,150995457,150995457,39756
0,150995457,150995457,40206
0,150995457,150995457,40656
0,150995457,150995457,41106
0,150995457,150995457,41556
0,150995457,150995457,42006
0,150995457,150995457,42456
0,150995457,150995457,42906
0,150995457,150995457,43356
0,150995457,150995457,43806
0,150995457,150995457,44256
0,150995457,150995457,44706
0,150995457,150995457,45156
0,150995457,150995457,45606
0,150995457,150995457,46056
0,150995457,150995457,46506
0,150995457,150995457,46956
0,150995457,150995457,47406
0,150995457,150995457,47856
0,150995457,150995457,48306
0,150995457,150995457,48756
0,150995457,150995457,49206
0,150995457,150995457,49656
0,150995457,150995457,50106
0,150995457,150995457,50556
0,150995457,150995457,51006
0,150995457,150995457,51456
0,150995457,150995457,51906
0,150995457,150995457,52356
0,150995457,150995457,52806
0,150995457,150995457,53256
0,150995457,150995457,53706
0,150995457,150995457,54156
0,150995457,150995457,54606
0,150995457,150995457,55056
0,150995457,150995457,55506
0,150995457,150995457,55956
0,150995457,150995457,56406
0,150995457,150995457,56856
0,150995457,150995457,57306
0,150995457,150995457,57756
0,150995457,150995457,58206
0,150995457,150995457,58656
0,150995457,150995457,58990
0,150995457,150995457,59332
0,150995457,150995457,59644
0,150995457,150995457,60016
0,150995457,150995457,60268
0,150995457,150995457,60580
0,150995457,150995457,60906
0,150995457,150995457,61204
0,150995457,150995457,61516
0,150995457,150995457,61828
0,150995457,150995457,62140
0,150995457,150995457,62348
0,150995457,150995457,62556
0,150995457,150995457,62764
0,150995457,150995457,62972
0,150995457,150995457,63180
0,150995457,150995457,63388
0,150995457,150995457,63606
0,150995457,150995457,63804
0,150995457,150995457,64012
0,150995457,150995457,64220
0,150995457,150995457,64428
0,150995457,150995457,64636
0,150995457,150995457,64844
0,150995457,150995457,65052
0,150995457,150995457,65260
0,150995457,150995457,65468
0,150995457,150995457,65676
0,150995457,150995457,65884
0,150995457,150995457,66092
0,150995457,150995457,66306
0,150995457,150995457,66508
1,150995457,150995474,66716
0,150995457,150995457,66924
1,150995457,150995474,67056
0,150995457,150995457,67192
0,150995457,150995457,67340
0,150995457,150995457,67548
1,150995457,150995474,67756
0,150995457,150995457,67964
0,150995457,150995457,68172
0,150995457,150995457,68380
1,150995457,150995474,68588
0,150995457,150995457,68796
0,150995457,150995457,69066
0,150995457,150995457,69336
0,150995457,150995457,69624
0,150995457,150995457,69892
0,150995457,150995457,70160
0,150995457,150995457,70428
1,150995457,150995474,70694
0,150995457,150995457,70962
0,150995457,150995457,71230
0,150995457,150995457,71496
1,150995457,150995474,71766
0,150995457,150995457,72056
0,150995457,150995457,72354
1,150995457,150995474,72622
0,150995457,150995457,72880
0,150995457,150995457,73266
0,150995457,150995457,73662
0,150995457,150995457,74048
0,150995457,150995457,74376
0,150995457,150995457,74765
0,150995457,150995457,75164
0,150995457,150995457,75580
0,150995457,150995457,75998
0,150995457,150995457,76414
0,150995457,150995457,76800
0,150995457,150995457,77186
1,150995457,150995474,77535
0,150995457,150995457,77864
0,150995457,150995457,78314
0,150995457,150995457,78764
0,150995457,150995457,79214
0,150995457,150995457,79679
0,150995457,150995457,80132
0,150995457,150995457,80564
0,150995457,150995457,81004
1,150995457,150995474,81464
1,150995457,150995474,81924
1,150995457,150995474,82384
1,150995457,150995474,82824
1,150995457,150995474,83264
1,150995457,150995474,83704
