fromDeviceLocation,toDeviceLocation,interstationTime
151018275,151018273,169
151018273,151018271,270
151018271,151018269,128
151018269,151018267,154
151018267,151018265,136
151018265,151018263,163
151018261,151018263,160
151018263,151018265,159
151018265,151018267,129
151018267,151018269,152
151018269,151018271,120
151018271,151018273,253
