fromDeviceLocation,toDeviceLocation,interstationTime
151018533,151018531,785
151018531,151018529,141
151018529,151018527,166
151018527,151018525,186
151018525,151018523,185
151018523,151018521,126
151018521,151018519,173
151018517,151018519,192
151018519,151018521,174
151018521,151018523,125
151018523,151018525,186
151018525,151018527,178
151018527,151018529,167
151018529,151018531,144
