fromDeviceLocation,toDeviceLocation,interstationTime
150999847,150999845,209
150999845,150999843,194
150999843,150999841,224
150999841,150999839,207
150999839,150999837,184
150999837,150999835,199
150999835,150999833,179
150999833,150999831,189
150999829,150999831,131
150999831,150999833,194
150999833,150999835,172
150999835,150999837,211
150999837,150999839,174
150999839,150999841,205
150999841,150999843,227
150999843,150999845,203
