isHalf,startDeviceLocation,destDeviceLocation,arriveTime
0,150996997,150997065,21029
0,150996997,150997065,21629
0,150996997,150997065,22229
0,150996997,150997065,22778
0,150996997,150997065,23383
0,150996997,150997065,23988
0,150996997,150997065,24583
0,150996997,150997065,25183
0,150996997,150997065,25783
0,150996997,150997065,26383
0,150996997,150997065,26983
0,150996997,150997065,27523
0,150996997,150997065,28063
0,150996997,150997065,28679
0,150996997,150997065,29203
0,150996997,150997065,29743
0,150996997,150997065,30343
0,150996997,150997065,30883
0,150996997,150997065,31423
0,150996997,150997065,32023
0,150996997,150997065,32563
0,150996997,150997065,33103
0,150996997,150997065,33703
0,150996997,150997065,34243
0,150996997,150997065,34783
0,150996997,150997065,35383
0,150996997,150997065,35923
0,150996997,150997065,36463
0,150996997,150997065,37063
0,150996997,150997065,37603
0,150996997,150997065,38143
0,150996997,150997065,38743
0,150996997,150997065,39283
0,150996997,150997065,39823
0,150996997,150997065,40423
0,150996997,150997065,40963
0,150996997,150997065,41503
0,150996997,150997065,42103
0,150996997,150997065,42643
0,150996997,150997065,43183
0,150996997,150997065,43783
0,150996997,150997065,44323
0,150996997,150997065,44863
0,150996997,150997065,45463
0,150996997,150997065,46003
0,150996997,150997065,46543
0,150996997,150997065,47143
0,150996997,150997065,47683
0,150996997,150997065,48223
0,150996997,150997065,48823
0,150996997,150997065,49363
0,150996997,150997065,49903
0,150996997,150997065,50503
0,150996997,150997065,51043
0,150996997,150997065,51593
0,150996997,150997065,52183
0,150996997,150997065,52603
0,150996997,150997065,53023
0,150996997,150997065,53323
0,150996997,150997065,53773
0,150996997,150997065,54223
0,150996997,150997065,54673
0,150996997,150997065,55123
0,150996997,150997065,55573
0,150996997,150997065,56023
0,150996997,150997065,56473
0,150996997,150997065,56923
0,150996997,150997065,57373
0,150996997,150997065,57823
0,150996997,150997065,58273
0,150996997,150997065,58723
0,150996997,150997065,59173
0,150996997,150997065,59623
0,150996997,150997065,60073
0,150996997,150997065,60523
0,150996997,150997065,61003
0,150996997,150997065,61423
0,150996997,150997065,61873
0,150996997,150997065,62293
0,150996997,150997065,62773
0,150996997,150997065,63223
0,150996997,150997065,63673
0,150996997,150997065,64123
0,150996997,150997065,64573
0,150996997,150997065,65023
0,150996997,150997065,65473
0,150996997,150997065,65923
0,150996997,150997065,66373
0,150996997,150997065,66823
0,150996997,150997065,67243
0,150996997,150997065,67723
0,150996997,150997065,68173
0,150996997,150997065,68653
0,150996997,150997065,69043
0,150996997,150997065,69523
0,150996997,150997065,69973
0,150996997,150997065,70423
0,150996997,150997065,70843
0,150996997,150997065,71323
0,150996997,150997065,71773
0,150996997,150997065,72223
0,150996997,150997065,72643
0,150996997,150997065,73123
0,150996997,150997065,73543
0,150996997,150997065,73993
0,150996997,150997065,74383
0,150996997,150997065,74803
0,150996997,150997065,75223
0,150996997,150997065,75613
0,150996997,150997065,76063
0,150996997,150997065,76483
0,150996997,150997065,76903
0,150996997,150997065,77323
0,150996997,150997065,77743
0,150996997,150997065,78163
0,150996997,150997065,78643
0,150996997,150997065,79063
0,150996997,150997065,79483
0,150996997,150997065,79903
0,150996997,150997065,80323
0,150996997,150997065,80743
0,150996997,150997065,81164
0,150996997,150997065,81583
0,150996997,150997065,82003
0,150996997,150997065,82483
0,150996997,150997065,82963
0,150996997,150997065,83503
0,150996997,150997065,84043
0,150996997,150997065,84643
0,150996997,150997065,85204
0,150996997,150997065,85804
