isHalf,startDeviceLocation,destDeviceLocation,arriveTime
0,151018517,151018533,19943
0,151018517,151018533,20535
0,151018517,151018533,21042
0,151018517,151018533,21555
0,151018517,151018533,21945
0,151018517,151018533,22332
0,151018517,151018533,22614
0,151018517,151018533,22917
0,151018517,151018533,23192
0,151018517,151018533,23537
0,151018517,151018533,23817
0,151018517,151018533,24117
0,151018517,151018533,24392
0,151018517,151018533,24682
0,151018517,151018533,25007
0,151018517,151018533,25317
0,151018517,151018533,25611
0,151018517,151018533,25952
0,151018517,151018533,26227
0,151018517,151018533,26500
0,151018517,151018533,26811
0,151018517,151018533,27152
0,151018517,151018533,27432
0,151018517,151018533,27717
0,151018517,151018533,28017
0,151018517,151018533,28352
0,151018517,151018533,28652
0,151018517,151018533,28927
0,151018517,151018533,29217
0,151018517,151018533,29487
0,151018517,151018533,29817
0,151018517,151018533,30117
0,151018517,151018533,30457
0,151018517,151018533,30741
0,151018517,151018533,31017
0,151018517,151018533,31347
0,151018517,151018533,31655
0,151018517,151018533,31970
0,151018517,151018533,32302
0,151018517,151018533,32631
0,151018517,151018533,33067
0,151018517,151018533,33486
0,151018517,151018533,33877
0,151018517,151018533,34425
0,151018517,151018533,34975
0,151018517,151018533,35540
0,151018517,151018533,36125
0,151018517,151018533,36615
0,151018517,151018533,37193
0,151018517,151018533,37775
0,151018517,151018533,38335
0,151018517,151018533,38895
0,151018517,151018533,39455
0,151018517,151018533,40015
0,151018517,151018533,40575
0,151018517,151018533,41135
0,151018517,151018533,41695
0,151018517,151018533,42255
0,151018517,151018533,42815
0,151018517,151018533,43375
0,151018517,151018533,43935
0,151018517,151018533,44495
0,151018517,151018533,45055
0,151018517,151018533,45615
0,151018517,151018533,46175
0,151018517,151018533,46735
0,151018517,151018533,47295
0,151018517,151018533,47855
0,151018517,151018533,48415
0,151018517,151018533,48995
0,151018517,151018533,49580
0,151018517,151018533,50065
0,151018517,151018533,50625
0,151018517,151018533,51215
0,151018517,151018533,51775
0,151018517,151018533,52335
0,151018517,151018533,52865
0,151018517,151018533,53455
0,151018517,151018533,54015
0,151018517,151018533,54575
0,151018517,151018533,55135
0,151018517,151018533,55695
0,151018517,151018533,56275
0,151018517,151018533,56785
0,151018517,151018533,57375
0,151018517,151018533,57935
0,151018517,151018533,58440
0,151018517,151018533,59030
0,151018517,151018533,59615
0,151018517,151018533,60182
0,151018517,151018533,60719
0,151018517,151018533,61269
0,151018517,151018533,61835
0,151018517,151018533,62380
0,151018517,151018533,62932
0,151018517,151018533,63523
0,151018517,151018533,64034
0,151018517,151018533,64555
0,151018517,151018533,65017
0,151018517,151018533,65370
0,151018517,151018533,65695
0,151018517,151018533,66040
0,151018517,151018533,66370
0,151018517,151018533,66645
0,151018517,151018533,66960
0,151018517,151018533,67240
0,151018517,151018533,67540
0,151018517,151018533,67850
0,151018517,151018533,68140
0,151018517,151018533,68455
0,151018517,151018533,68765
0,151018517,151018533,69007
0,151018517,151018533,69330
0,151018517,151018533,69640
0,151018517,151018533,69940
0,151018517,151018533,70240
0,151018517,151018533,70540
0,151018517,151018533,70880
0,151018517,151018533,71170
0,151018517,151018533,71440
0,151018517,151018533,71740
0,151018517,151018533,72145
0,151018517,151018533,72535
0,151018517,151018533,72970
0,151018517,151018533,73450
0,151018517,151018533,73930
0,151018517,151018533,74410
0,151018517,151018533,74890
0,151018517,151018533,75360
0,151018517,151018533,75890
0,151018517,151018533,76330
0,151018517,151018533,76810
0,151018517,151018533,77290
0,151018517,151018533,77770
0,151018517,151018533,78300
0,151018517,151018533,78810
0,151018517,151018533,79320
0,151018517,151018533,79860
0,151018517,151018533,80400
0,151018517,151018533,80970
0,151018517,151018533,81540
0,151018517,151018533,82140
0,151018517,151018533,82678
