isHalf,startDeviceLocation,destDeviceLocation,arriveTime
0,150995989,151018793,22077
1,150995989,151018785,22362
1,150995989,151018785,22692
0,150995989,151018793,22862
1,150995989,151018785,23147
1,150995989,151018785,23447
0,150995989,151018793,23642
1,150995989,151018785,23810
1,150995989,151018785,24002
1,150995989,151018785,24167
0,150995989,151018793,24362
1,150995989,151018785,24527
1,150995989,151018785,24722
1,150995989,151018785,24887
0,150995989,151018793,25082
1,150995989,151018785,25262
1,150995989,151018785,25412
0,150995989,151018793,25562
1,150995989,151018785,25722
1,150995989,151018785,25922
0,150995989,151018793,26052
1,150995989,151018785,26207
1,150995989,151018785,26387
0,150995989,151018793,26522
1,150995989,151018785,26652
1,150995989,151018785,26812
0,150995989,151018793,26917
1,150995989,151018785,27052
0,150995989,151018793,27232
1,150995989,151018785,27352
0,150995989,151018793,27498
0,150995989,151018793,27707
1,150995989,151018785,27827
0,150995989,151018793,27952
1,150995989,151018785,28063
0,150995989,151018793,28192
1,150995989,151018785,28307
0,150995989,151018793,28432
1,150995989,151018785,28547
0,150995989,151018793,28672
0,150995989,151018793,28912
0,150995989,151018793,29122
0,150995989,151018793,29332
0,150995989,151018793,29542
0,150995989,151018793,29752
0,150995989,151018793,29962
0,150995989,151018793,30172
0,150995989,151018793,30382
0,150995989,151018793,30587
0,150995989,151018793,30947
0,150995989,151018793,31307
0,150995989,151018793,31627
0,150995989,151018793,31867
0,150995989,151018793,32107
0,150995989,151018793,32347
0,150995989,151018793,32587
0,150995989,151018793,32827
0,150995989,151018793,33067
0,150995989,151018793,33307
0,150995989,151018793,33547
0,150995989,151018793,33787
0,150995989,151018793,34027
0,150995989,151018793,34267
0,150995989,151018793,34507
0,150995989,151018793,34747
0,150995989,151018793,34987
0,150995989,151018793,35227
0,150995989,151018793,35467
0,150995989,151018793,35707
0,150995989,151018793,35947
0,150995989,151018793,36187
0,150995989,151018793,36427
0,150995989,151018793,36717
0,150995989,151018793,37027
0,150995989,151018793,37327
0,150995989,151018793,37627
0,150995989,151018793,37927
0,150995989,151018793,38197
0,150995989,151018793,38437
0,150995989,151018793,38677
0,150995989,151018793,38917
0,150995989,151018793,39157
0,150995989,151018793,39397
0,150995989,151018793,39637
0,150995989,151018793,39907
0,150995989,151018793,40209
0,150995989,151018793,40509
0,150995989,151018793,40809
0,150995989,151018793,41109
0,150995989,151018793,41409
0,150995989,151018793,41769
0,150995989,151018793,42129
0,150995989,151018793,42489
0,150995989,151018793,42849
0,150995989,151018793,43209
0,150995989,151018793,43569
0,150995989,151018793,43929
0,150995989,151018793,44289
0,150995989,151018793,44649
0,150995989,151018793,45009
0,150995989,151018793,45369
0,150995989,151018793,45729
0,150995989,151018793,46089
0,150995989,151018793,46449
0,150995989,151018793,46809
0,150995989,151018793,47169
0,150995989,151018793,47529
