isHalf,startDeviceLocation,destDeviceLocation,arriveTime
0,150999061,150999119,21625
0,150999061,150999119,22105
0,150999061,150999119,22585
0,150999061,150999119,23005
0,150999061,150999119,23425
0,150999061,150999119,23845
0,150999061,150999119,24265
0,150999061,150999119,24685
0,150999061,150999119,25105
0,150999061,150999119,25525
0,150999061,150999119,25945
0,150999061,150999119,26305
0,150999061,150999119,26665
0,150999061,150999119,27025
0,150999061,150999119,27385
0,150999061,150999119,27745
0,150999061,150999119,28105
0,150999061,150999119,28465
0,150999061,150999119,28825
0,150999061,150999119,29185
0,150999061,150999119,29545
0,150999061,150999119,29905
0,150999061,150999119,30265
0,150999061,150999119,30625
0,150999061,150999119,30985
0,150999061,150999119,31345
0,150999061,150999119,31705
0,150999061,150999119,32065
0,150999061,150999119,32425
0,150999061,150999119,32785
0,150999061,150999119,33145
0,150999061,150999119,33505
0,150999061,150999119,33925
0,150999061,150999119,34345
0,150999061,150999119,34765
0,150999061,150999119,35245
0,150999061,150999119,35725
0,150999061,150999119,36205
0,150999061,150999119,36685
0,150999061,150999119,37165
0,150999061,150999119,37645
0,150999061,150999119,38125
0,150999061,150999119,38605
0,150999061,150999119,39085
0,150999061,150999119,39565
0,150999061,150999119,40045
0,150999061,150999119,40525
0,150999061,150999119,41005
0,150999061,150999119,41485
0,150999061,150999119,41965
0,150999061,150999119,42445
0,150999061,150999119,42925
0,150999061,150999119,43405
0,150999061,150999119,43885
0,150999061,150999119,44365
0,150999061,150999119,44845
0,150999061,150999119,45325
0,150999061,150999119,45805
0,150999061,150999119,46285
0,150999061,150999119,46765
0,150999061,150999119,47245
0,150999061,150999119,47725
0,150999061,150999119,48205
0,150999061,150999119,48685
0,150999061,150999119,49165
0,150999061,150999119,49645
0,150999061,150999119,50125
0,150999061,150999119,50605
0,150999061,150999119,51085
0,150999061,150999119,51565
0,150999061,150999119,52045
0,150999061,150999119,52525
0,150999061,150999119,53005
0,150999061,150999119,53485
0,150999061,150999119,53965
0,150999061,150999119,54445
0,150999061,150999119,54925
0,150999061,150999119,55405
0,150999061,150999119,55885
0,150999061,150999119,56365
0,150999061,150999119,56845
0,150999061,150999119,57325
0,150999061,150999119,57805
0,150999061,150999119,58285
0,150999061,150999119,58765
0,150999061,150999119,59245
0,150999061,150999119,59725
0,150999061,150999119,60205
0,150999061,150999119,60685
0,150999061,150999119,61165
0,150999061,150999119,61645
0,150999061,150999119,62125
0,150999061,150999119,62545
0,150999061,150999119,62965
0,150999061,150999119,63385
0,150999061,150999119,63805
0,150999061,150999119,64225
0,150999061,150999119,64585
0,150999061,150999119,64945
0,150999061,150999119,65305
0,150999061,150999119,65665
0,150999061,150999119,66025
0,150999061,150999119,66385
0,150999061,150999119,66745
0,150999061,150999119,67105
0,150999061,150999119,67465
0,150999061,150999119,67825
0,150999061,150999119,68185
0,150999061,150999119,68545
0,150999061,150999119,68905
0,150999061,150999119,69265
0,150999061,150999119,69625
0,150999061,150999119,69985
0,150999061,150999119,70345
0,150999061,150999119,70705
0,150999061,150999119,71065
0,150999061,150999119,71425
0,150999061,150999119,71785
0,150999061,150999119,72205
0,150999061,150999119,72625
0,150999061,150999119,73045
0,150999061,150999119,73465
0,150999061,150999119,73945
0,150999061,150999119,74425
0,150999061,150999119,74905
0,150999061,150999119,75385
0,150999061,150999119,75865
0,150999061,150999119,76345
0,150999061,150999119,76825
0,150999061,150999119,77305
0,150999061,150999119,77785
0,150999061,150999119,78265
0,150999061,150999119,78745
0,150999061,150999119,79225
0,150999061,150999119,79705
0,150999061,150999119,80185
0,150999061,150999119,80665
0,150999061,150999119,81205
0,150999061,150999119,81745
0,150999061,150999119,82285
0,150999061,150999119,82885
0,150999061,150999119,83485
0,150999061,150999119,84085
