isHalf,startDeviceLocation,destDeviceLocation,arriveTime
0,151018793,150995989,20519
0,151018793,150995989,20990
0,151018793,150995989,21434
0,151018793,150995989,21846
0,151018793,150995989,22266
0,151018793,150995989,22686
0,151018793,150995989,22986
0,151018793,150995989,23286
0,151018793,150995989,23586
0,151018793,150995989,23886
0,151018793,150995989,24186
0,151018793,150995989,24486
0,151018793,150995989,24726
0,151018793,150995989,24966
0,151018793,150995989,25206
0,151018793,150995989,25446
0,151018793,150995989,25686
0,151018793,150995989,25926
0,151018793,150995989,26166
0,151018793,150995989,26406
0,151018793,150995989,26646
0,151018793,150995989,26886
0,151018793,150995989,27126
0,151018793,150995989,27366
0,151018793,150995989,27606
0,151018793,150995989,27846
0,151018793,150995989,28086
0,151018793,150995989,28326
0,151018793,150995989,28566
0,151018793,150995989,28806
0,151018793,150995989,29046
0,151018793,150995989,29286
0,151018793,150995989,29526
0,151018793,150995989,29766
0,151018793,150995989,30006
0,151018793,150995989,30246
0,151018793,150995989,30486
0,151018793,150995989,30726
0,151018793,150995989,30966
0,151018793,150995989,31206
0,151018793,150995989,31386
0,151018793,150995989,31566
0,151018793,150995989,31746
0,151018793,150995989,31926
0,151018793,150995989,32106
0,151018793,150995989,32286
0,151018793,150995989,32466
0,151018793,150995989,32646
0,151018793,150995989,32826
0,151018793,150995989,33006
0,151018793,150995989,33186
0,151018793,150995989,33366
0,151018793,150995989,33546
0,151018793,150995989,33726
0,151018793,150995989,33906
0,151018793,150995989,34086
0,151018793,150995989,34266
0,151018793,150995989,34446
0,151018793,150995989,34626
0,151018793,150995989,34806
0,151018793,150995989,34986
0,151018793,150995989,35166
0,151018793,150995989,35346
0,151018793,150995989,35526
0,151018793,150995989,35706
0,151018793,150995989,35886
0,151018793,150995989,36066
0,151018793,150995989,36246
0,151018793,150995989,36426
0,151018793,150995989,36606
0,151018793,150995989,36786
0,151018793,150995989,36966
0,151018793,150995989,37146
0,151018793,150995989,37326
0,151018793,150995989,37506
0,151018793,150995989,37686
0,151018793,150995989,37866
0,151018793,150995989,38046
0,151018793,150995989,38226
0,151018793,150995989,38406
0,151018793,150995989,38586
0,151018793,150995989,38766
0,151018793,150995989,38946
0,151018793,150995989,39126
0,151018793,150995989,39366
0,151018793,150995989,39606
0,151018793,150995989,39906
0,151018793,150995989,40206
0,151018793,150995989,40506
0,151018793,150995989,40806
0,151018793,150995989,41106
0,151018793,150995989,41406
0,151018793,150995989,41706
0,151018793,150995989,42006
0,151018793,150995989,42306
0,151018793,150995989,42606
0,151018793,150995989,42906
0,151018793,150995989,43206
0,151018793,150995989,43506
0,151018793,150995989,43806
0,151018793,150995989,44106
0,151018793,150995989,44406
0,151018793,150995989,44706
0,151018793,150995989,45006
0,151018793,150995989,45306
0,151018793,150995989,45606
0,151018793,150995989,45906
0,151018793,150995989,46206
0,151018793,150995989,46506
0,151018793,150995989,46806
0,151018793,150995989,47106
0,151018793,150995989,47406
0,151018793,150995989,47706
0,151018793,150995989,48006
0,151018793,150995989,48306
0,151018793,150995989,48606
0,151018793,150995989,48906
0,151018793,150995989,49206
0,151018793,150995989,49506
0,151018793,150995989,49806
0,151018793,150995989,50106
0,151018793,150995989,50406
0,151018793,150995989,50706
0,151018793,150995989,51006
0,151018793,150995989,51306
0,151018793,150995989,51606
0,151018793,150995989,51906
0,151018793,150995989,52206
0,151018793,150995989,52506
0,151018793,150995989,52806
0,151018793,150995989,53106
0,151018793,150995989,53406
0,151018793,150995989,53706
0,151018793,150995989,54006
0,151018793,150995989,54306
0,151018793,150995989,54606
0,151018793,150995989,54906
0,151018793,150995989,55206
0,151018793,150995989,55506
0,151018793,150995989,55806
0,151018793,150995989,56106
0,151018793,150995989,56406
0,151018793,150995989,56706
0,151018793,150995989,57006
0,151018793,150995989,57306
0,151018793,150995989,57606
0,151018793,150995989,57906
0,151018793,150995989,58206
0,151018793,150995989,58506
0,151018793,150995989,58806
0,151018793,150995989,59106
0,151018793,150995989,59406
0,151018793,150995989,59706
0,151018793,150995989,59946
0,151018793,150995989,60126
0,151018793,150995989,60306
0,151018793,150995989,60486
0,151018793,150995989,60666
0,151018793,150995989,60846
0,151018793,150995989,61026
0,151018793,150995989,61206
0,151018793,150995989,61386
0,151018793,150995989,61566
0,151018793,150995989,61746
0,151018793,150995989,61926
0,151018793,150995989,62106
0,151018793,150995989,62286
0,151018793,150995989,62466
0,151018793,150995989,62646
0,151018793,150995989,62826
0,151018793,150995989,63006
0,151018793,150995989,63186
0,151018793,150995989,63366
0,151018793,150995989,63546
0,151018793,150995989,63726
0,151018793,150995989,63906
0,151018793,150995989,64086
0,151018793,150995989,64266
0,151018793,150995989,64446
0,151018793,150995989,64626
0,151018793,150995989,64806
0,151018793,150995989,64986
0,151018793,150995989,65166
0,151018793,150995989,65346
0,151018793,150995989,65526
0,151018793,150995989,65706
0,151018793,150995989,65886
0,151018793,150995989,66066
0,151018793,150995989,66246
0,151018793,150995989,66426
0,151018793,150995989,66606
0,151018793,150995989,66786
0,151018793,150995989,66966
0,151018793,150995989,67146
0,151018793,150995989,67326
0,151018793,150995989,67506
0,151018793,150995989,67686
0,151018793,150995989,67866
0,151018793,150995989,68046
0,151018793,150995989,68226
0,151018793,150995989,68406
0,151018793,150995989,68586
0,151018793,150995989,68766
0,151018793,150995989,68946
0,151018793,150995989,69126
0,151018793,150995989,69306
0,151018793,150995989,69486
0,151018793,150995989,69666
0,151018793,150995989,69966
0,151018793,150995989,70266
0,151018793,150995989,70566
0,151018793,150995989,70866
0,151018793,150995989,71166
0,151018793,150995989,71466
